,street,county,state,zip
168368,315  JEFFERSON AVE  BESSEMER,Jefferson County,AL,350207010
168369,323  OWEN AVE  BESSEMER,Jefferson County,AL,350207016
168370,319  ASH AVE  BESSEMER,Jefferson County,AL,350206906
168371,226  CENTER ST  BESSEMER,Jefferson County,AL,350207511
168372,228  CENTER ST  BESSEMER,Jefferson County,AL,350207511
168373,230  JEFFERSON AVE  BESSEMER,Jefferson County,AL,350207617
168374,244  FAIRFAX AVE  BESSEMER,Jefferson County,AL,350207729
168375,237  JEFFERSON AVE  BESSEMER,Jefferson County,AL,350207618
168376,238  FAIRFAX AVE  BESSEMER,Jefferson County,AL,350207729
168377,600  CENTER ST  BESSEMER,Jefferson County,AL,35020
168378,233  FAIRFAX AVE  BESSEMER,Jefferson County,AL,350207728
168379,232  KYSER AVE  BESSEMER,Jefferson County,AL,350207731
168380,227  KYSER AVE  BESSEMER,Jefferson County,AL,350207732
168381,223  KYSER AVE  BESSEMER,Jefferson County,AL,350207732
168382,207  JEFFERSON AVE  BESSEMER,Jefferson County,AL,350207616
168383,203  OWEN AVE  BESSEMER,Jefferson County,AL,350207623
168384,240 ,Jefferson County,AL,350207601
168385,230 ,Jefferson County,AL,350207601
168386,222 ,Jefferson County,AL,350207601
168387,205  RAY ST  BESSEMER,Jefferson County,AL,350207609
168388,202  RAY ST  BESSEMER,Jefferson County,AL,350207608
168389,201  ASH AVE  BESSEMER,Jefferson County,AL,350207507
168390,205  SHORT MCADORY AVE  BESSEMER,Jefferson County,AL,350207607
168391,116  OWEN AVE  BESSEMER,Jefferson County,AL,350207619
168392,226  CLIFTON ST  BESSEMER,Jefferson County,AL,350207605
168393,722  FOXHALL DR  BESSEMER,Jefferson County,AL,350224574
168394,825  GLENN RD  BESSEMER,Jefferson County,AL,350224635
168395,628  BRIARWOOD DR  BESSEMER,Jefferson County,AL,350224509
168396,1000  9TH AVE SW BESSEMER,Jefferson County,AL,350224530
168397,900  SHARON DR  BESSEMER,Jefferson County,AL,350224554
168398,508  HILLSIDE TER  BESSEMER,Jefferson County,AL,350206018
168399,516  HILLSIDE TER  BESSEMER,Jefferson County,AL,350206018
168400,520  HILLSIDE TER  BESSEMER,Jefferson County,AL,350206018
168401,601 ,Jefferson County,AL,350224619
168402,823  CANTERBURY DR  BESSEMER,Jefferson County,AL,350224627
168403,716  PARKER RD  BESSEMER,Jefferson County,AL,35022
168404,4065  LAKEWOOD DR  BESSEMER,Jefferson County,AL,350206022
168405,501  HILLSIDE TER  BESSEMER,Jefferson County,AL,350206019
168406,429  HILLSIDE RD  BESSEMER,Jefferson County,AL,350206015
168407,410  WOODLAND RD  BESSEMER,Jefferson County,AL,350206051
168408,418  WOODLAND RD  BESSEMER,Jefferson County,AL,350206051
168409,422  WOODLAND RD  BESSEMER,Jefferson County,AL,350206051
168410,438  WOODLAND RD  BESSEMER,Jefferson County,AL,350206053
168411,119  WOODLAND RD  BESSEMER,Jefferson County,AL,35020
168412,123  WOODLAND RD  BESSEMER,Jefferson County,AL,350206050
168413,104  WAVERLY CIR  BESSEMER,Jefferson County,AL,35020
168414,111  WAVERLY CIR  BESSEMER,Jefferson County,AL,350206040
168415,140  WAVERLY CIR  BESSEMER,Jefferson County,AL,350206000
168416,4026  LAKEWOOD DR  BESSEMER,Jefferson County,AL,350206021
168417,139  WAVERLY CIR  BESSEMER,Jefferson County,AL,350206070
168418,407  WAVERLY TER  BESSEMER,Jefferson County,AL,35020
168419,411  WAVERLY TER  BESSEMER,Jefferson County,AL,350206046
168420,424  WAVERLY TER  BESSEMER,Jefferson County,AL,350206045
168421,723  GRAMOR DR  BESSEMER,Jefferson County,AL,350224637
168422,738  CANTERBURY DR  BESSEMER,Jefferson County,AL,350224626
168423,740  CANTERBURY DR  BESSEMER,Jefferson County,AL,350224626
168424,837  WOODRIDGE RD  BESSEMER,Jefferson County,AL,350224607
168425,804  WOODRIDGE RD  BESSEMER,Jefferson County,AL,350224606
168426,800  WOODRIDGE RD  BESSEMER,Jefferson County,AL,350224606
168427,701  MILGRAY LN  BESSEMER,Jefferson County,AL,350224613
168428,409  MEMORIAL DR  BESSEMER,Jefferson County,AL,350224705
168429,405  MEMORIAL DR  BESSEMER,Jefferson County,AL,350224705
168430,649  ELM ST SW BESSEMER,Jefferson County,AL,350224768
168431,641  ELM ST SW BESSEMER,Jefferson County,AL,350224768
168432,632  ELM ST SW BESSEMER,Jefferson County,AL,350224769
168433,638  ELM ST SW BESSEMER,Jefferson County,AL,350224769
168434,406  PINE ST SW BESSEMER,Jefferson County,AL,350224777
168435,524  PINE ST SW BESSEMER,Jefferson County,AL,350224779
168436,421  PINE ST SW BESSEMER,Jefferson County,AL,350224776
168437,616  ELM ST SW BESSEMER,Jefferson County,AL,350224769
168438,621  ELM ST SW BESSEMER,Jefferson County,AL,350224768
168439,425  ELM ST SW BESSEMER,Jefferson County,AL,350224764
168440,408  MEMORIAL DR  BESSEMER,Jefferson County,AL,350224706
168441,633  PRINCESS LN  BESSEMER,Jefferson County,AL,350226062
168442,1241  PRINCESS CIR  BESSEMER,Jefferson County,AL,350226074
168443,904  INDUSTRIAL PARK CIR  BESSEMER,Jefferson County,AL,350226000
168444,627  CORY ST  BESSEMER,Jefferson County,AL,350208102
168445,624  CORY ST  BESSEMER,Jefferson County,AL,350208101
168446,610  DELTA ST  BESSEMER,Jefferson County,AL,350208108
168447,503  SADLER AVE  BESSEMER,Jefferson County,AL,350208112
168448,626  DELTA ST  BESSEMER,Jefferson County,AL,350208108
168449,4873 ,Jefferson County,AL,350224060
168450,2580  WALKER RD  BESSEMER,Jefferson County,AL,350224067
168451,2185  QUAIL DR  BESSEMER,Jefferson County,AL,350225113
168452,2256  HILLVIEW RD  BESSEMER,Jefferson County,AL,35022
168453,5479  VIRGINIA TRCE  BESSEMER,Jefferson County,AL,350225154
168454,5469  VIRGINIA WAY  BESSEMER,Jefferson County,AL,350225155
168455,5453  VIRGINIA WAY  BESSEMER,Jefferson County,AL,350225155
168456,5445  VIRGINIA WAY  BESSEMER,Jefferson County,AL,350225155
168457,3462  VIRGINIA CIR  BESSEMER,Jefferson County,AL,350225159
168458,3451  VIRGINIA CIR  BESSEMER,Jefferson County,AL,350225159
168459,3625  HILLTOP RD SE BESSEMER,Jefferson County,AL,350225144
168460,3364  GARRETT DR SE BESSEMER,Jefferson County,AL,350225129
168461,3315  HILLTOP RD SE BESSEMER,Jefferson County,AL,35022
168462,3329  HILLTOP RD SE BESSEMER,Jefferson County,AL,350225136
168463,2309  MORGAN RD  BESSEMER,Jefferson County,AL,350225055
168464,129  WINCHESTER DR  BESSEMER,Jefferson County,AL,350225070
168465,2301  MAPLE ST  BESSEMER,Jefferson County,AL,350225018
168466,2322  MAPLE ST  BESSEMER,Jefferson County,AL,350225025
168467,2344  MAPLE ST  BESSEMER,Jefferson County,AL,35022
168468,100  LADYWOOD LN  BESSEMER,Jefferson County,AL,350225009
168469,108  LADYWOOD LN  BESSEMER,Jefferson County,AL,350225009
168470,112  LADYWOOD LN  BESSEMER,Jefferson County,AL,350225009
168471,102  WINCHESTER DR  BESSEMER,Jefferson County,AL,350225071
168472,2335  MORGAN RD  BESSEMER,Jefferson County,AL,350225032
168473,3975  HILLTOP RD SE BESSEMER,Jefferson County,AL,350225073
168474,146  FOX HOLLIES BLVD  BESSEMER,Jefferson County,AL,350225027
168475,107  FOX HOLLIES BLVD  BESSEMER,Jefferson County,AL,35022
168476,139  FOX HOLLIES BLVD  BESSEMER,Jefferson County,AL,350225026
168477,3009  NIXON RD  BESSEMER,Jefferson County,AL,350224954
168478,2101  HEADRICK RD  BESSEMER,Jefferson County,AL,350224932
168479,2116  GAYLEWOOD DR  BESSEMER,Jefferson County,AL,350224929
168480,2230  MORGAN RD  BESSEMER,Jefferson County,AL,35022
168481,2131  CUMBERLAND RD  BESSEMER,Jefferson County,AL,35022
168482,916  49TH ST  BIRMINGHAM,Jefferson County,AL,352081722
168483,4800  COURT I   BIRMINGHAM,Jefferson County,AL,352081719
168484,5106  COURT H   BIRMINGHAM,Jefferson County,AL,352082410
168485,721  51ST ST  FAIRFIELD,Jefferson County,AL,350642607
168486,717  51ST ST  FAIRFIELD,Jefferson County,AL,350642607
168487,4933  COURT G   FAIRFIELD,Jefferson County,AL,350642641
168488,821  48TH PL  BIRMINGHAM,Jefferson County,AL,352081707
168489,4936  AVENUE I   BIRMINGHAM,Jefferson County,AL,352082405
168490,4917  AVENUE I   BIRMINGHAM,Jefferson County,AL,352082404
168491,909  49TH ST  BIRMINGHAM,Jefferson County,AL,352081712
168492,1008  50TH ST  BIRMINGHAM,Jefferson County,AL,352082416
168493,1012  50TH ST  BIRMINGHAM,Jefferson County,AL,352082416
168494,1024  50TH ST  BIRMINGHAM,Jefferson County,AL,352082416
168495,5001  COURT I   BIRMINGHAM,Jefferson County,AL,352082413
168496,1012  51ST ST  BIRMINGHAM,Jefferson County,AL,352082418
168497,5105  COURT I   BIRMINGHAM,Jefferson County,AL,352083022
168498,5300  COURT G   FAIRFIELD,Jefferson County,AL,350642644
168499,5301  COURT G   FAIRFIELD,Jefferson County,AL,350642645
168500,5305  AVENUE H   FAIRFIELD,Jefferson County,AL,350642633
168501,5313  AVENUE J   BIRMINGHAM,Jefferson County,AL,352083105
168502,5417  AVENUE J   BIRMINGHAM,Jefferson County,AL,352083107
168503,5420  COURT I   BIRMINGHAM,Jefferson County,AL,352083027
168504,5512  AVENUE I   BIRMINGHAM,Jefferson County,AL,352083011
168505,5507  COURT I   BIRMINGHAM,Jefferson County,AL,352083028
168506,5521  AVENUE J   BIRMINGHAM,Jefferson County,AL,352083109
168507,5611  COURT H   BIRMINGHAM,Jefferson County,AL,352083020
168508,5606  AVENUE I   BIRMINGHAM,Jefferson County,AL,352083002
168509,5620  COURT H   BIRMINGHAM,Jefferson County,AL,352083021
168510,5600  COURT H   BIRMINGHAM,Jefferson County,AL,352083021
168511,5709  COURT H   BIRMINGHAM,Jefferson County,AL,352281015
168512,836  60TH PL  FAIRFIELD,Jefferson County,AL,350642501
168513,704  61ST ST  FAIRFIELD,Jefferson County,AL,350641917
168514,708  61ST ST  FAIRFIELD,Jefferson County,AL,350641917
168515,6009  COURT F   FAIRFIELD,Jefferson County,AL,350642554
168516,6100  COURT F   FAIRFIELD,Jefferson County,AL,350642555
168517,6140  COURT F   FAIRFIELD,Jefferson County,AL,350642555
168518,6149  MYRON MASSEY BLVD  FAIRFIELD,Jefferson County,AL,350642530
168519,6137  MYRON MASSEY BLVD  FAIRFIELD,Jefferson County,AL,350642530
168520,6125  MYRON MASSEY BLVD  FAIRFIELD,Jefferson County,AL,350642530
168521,6109  MYRON MASSEY BLVD  FAIRFIELD,Jefferson County,AL,350642530
168522,6020  MYRON MASSEY BLVD  FAIRFIELD,Jefferson County,AL,35064
168523,5809  COURT I   BIRMINGHAM,Jefferson County,AL,352281021
168524,921  61ST ST W BIRMINGHAM,Jefferson County,AL,352281009
168525,917  61ST ST W BIRMINGHAM,Jefferson County,AL,352281009
168526,1012  BELWOOD CIR  FAIRFIELD,Jefferson County,AL,350642716
168527,6100  AVENUE H   BIRMINGHAM,Jefferson County,AL,352281014
168528,5816  AVENUE H   BIRMINGHAM,Jefferson County,AL,352281012
168529,836  58TH ST W BIRMINGHAM,Jefferson County,AL,352281002
168530,900  BELWOOD CIR  FAIRFIELD,Jefferson County,AL,350642714
168531,908  BELWOOD CIR  FAIRFIELD,Jefferson County,AL,350642714
168532,908  BESSEMER RD  BIRMINGHAM,Jefferson County,AL,352281409
168533,5940  MONTE SANO RD  BIRMINGHAM,Jefferson County,AL,352281109
168534,925  DANA DR  FAIRFIELD,Jefferson County,AL,350642718
168535,917  DANA DR  FAIRFIELD,Jefferson County,AL,350642718
168536,704  GREENBRIAR RD  FAIRFIELD,Jefferson County,AL,350642723
168537,5813  AVENUE H   BIRMINGHAM,Jefferson County,AL,352281011
168538,6004  COURT H   BIRMINGHAM,Jefferson County,AL,352281018
168539,6004  AVENUE I   BIRMINGHAM,Jefferson County,AL,352281029
168540,912  61ST ST W BIRMINGHAM,Jefferson County,AL,352281010
168541,916  61ST ST W BIRMINGHAM,Jefferson County,AL,352281010
168542,500  60TH ST  FAIRFIELD,Jefferson County,AL,350642037
168543,221  60TH ST  FAIRFIELD,Jefferson County,AL,350641904
168544,214  61ST ST  FAIRFIELD,Jefferson County,AL,350641909
168545,439  60TH ST  FAIRFIELD,Jefferson County,AL,350642036
168546,605  61ST ST  FAIRFIELD,Jefferson County,AL,350641916
168547,612  62ND ST  FAIRFIELD,Jefferson County,AL,350641929
168548,405  61ST ST  FAIRFIELD,Jefferson County,AL,350641912
168549,104  62ND ST  FAIRFIELD,Jefferson County,AL,350641919
168550,124  62ND ST  FAIRFIELD,Jefferson County,AL,350641919
168551,508  JERRY COLEMAN ST  FAIRFIELD,Jefferson County,AL,350641939
168552,6301  COURT F   FAIRFIELD,Jefferson County,AL,35064
168553,313  JERRY COLEMAN ST  FAIRFIELD,Jefferson County,AL,350641936
168554,219  JERRY COLEMAN ST  FAIRFIELD,Jefferson County,AL,350641934
168555,103  VANN ST  MIDFIELD,Jefferson County,AL,352281728
168556,6616  CORDREY CT  MIDFIELD,Jefferson County,AL,352281413
168557,6612  CORDREY CT  MIDFIELD,Jefferson County,AL,352281413
168558,6508  CORDREY CT  BIRMINGHAM,Jefferson County,AL,352281411
168559,832  BESSEMER RD  BIRMINGHAM,Jefferson County,AL,352281705
168560,808  BELWOOD CIR  FAIRFIELD,Jefferson County,AL,350642712
168561,771  BELWOOD CIR  FAIRFIELD,Jefferson County,AL,350642737
168562,761  BELWOOD CIR  FAIRFIELD,Jefferson County,AL,350642737
168563,736  SHERWOOD RD  FAIRFIELD,Jefferson County,AL,350642729
168564,733  SHERWOOD RD  FAIRFIELD,Jefferson County,AL,350642730
168565,753  BEACON DR  FAIRFIELD,Jefferson County,AL,350642704
168566,737  BEACON DR  FAIRFIELD,Jefferson County,AL,350642704
168567,408  BELCHER DR  MIDFIELD,Jefferson County,AL,352281702
168568,103  CREEL ST  BIRMINGHAM,Jefferson County,AL,352281706
168569,104  VANN ST  MIDFIELD,Jefferson County,AL,352281720
168570,313  OLON ST  BIRMINGHAM,Jefferson County,AL,352281416
168571,325  OLON ST  BIRMINGHAM,Jefferson County,AL,352281416
168572,121  VANN ST  MIDFIELD,Jefferson County,AL,352281719
168573,1208  WOODWARD RD  MIDFIELD,Jefferson County,AL,352281842
168574,361  BELCHER DR  BIRMINGHAM,Jefferson County,AL,352281701
168575,325  BELCHER DR  BIRMINGHAM,Jefferson County,AL,352281701
168576,313  BELCHER DR  BIRMINGHAM,Jefferson County,AL,352281701
168577,336  MCPHERSON AVE  BIRMINGHAM,Jefferson County,AL,352281715
168578,360  MCPHERSON AVE  BIRMINGHAM,Jefferson County,AL,352281715
168579,373  MCPHERSON AVE  BIRMINGHAM,Jefferson County,AL,352281714
168580,305  MCPHERSON AVE  BIRMINGHAM,Jefferson County,AL,352281714
168581,301  MCPHERSON AVE  MIDFIELD,Jefferson County,AL,352281714
168582,336  MIDWOOD AVE  BIRMINGHAM,Jefferson County,AL,352281717
168583,1464  CAMBRIDGE BLVD  FAIRFIELD,Jefferson County,AL,350642842
168584,1424  CAMBRIDGE BLVD  FAIRFIELD,Jefferson County,AL,350642843
168585,516  CHEROKEE CIR  FAIRFIELD,Jefferson County,AL,350641701
168586,492  CHEROKEE CIR  FAIRFIELD,Jefferson County,AL,350641724
168587,6534  CHEROKEE DR  FAIRFIELD,Jefferson County,AL,350641703
168588,6521  CHEROKEE DR  FAIRFIELD,Jefferson County,AL,350641704
168589,444  FOREST DR  FAIRFIELD,Jefferson County,AL,350641757
168590,428  FOREST CIR  FAIRFIELD,Jefferson County,AL,350641752
168591,416  FOREST CIR  FAIRFIELD,Jefferson County,AL,350641752
168592,466  RIDGEWOOD AVE  FAIRFIELD,Jefferson County,AL,350641744
168593,6505  EJ OLIVER BLVD  FAIRFIELD,Jefferson County,AL,350641825
168594,7100  AARON ARONOV DR  FAIRFIELD,Jefferson County,AL,350641833
168595,6640  SEMINOLE DR  FAIRFIELD,Jefferson County,AL,350641130
168596,536  SEMINOLE DR  FAIRFIELD,Jefferson County,AL,350641128
168597,528  SEMINOLE DR  FAIRFIELD,Jefferson County,AL,350641128
168598,516  SEMINOLE DR  FAIRFIELD,Jefferson County,AL,350641128
168599,6737  GRASSELLI RD  FAIRFIELD,Jefferson County,AL,350641111
168600,409  RIDGEWOOD AVE  FAIRFIELD,Jefferson County,AL,350641745
168601,404  RIDGEWOOD AVE  FAIRFIELD,Jefferson County,AL,350641744
168602,476  CREST DR  FAIRFIELD,Jefferson County,AL,350641715
168603,468  CREST DR  FAIRFIELD,Jefferson County,AL,350641715
168604,464  CREST DR  FAIRFIELD,Jefferson County,AL,350641715
168605,436  CREST DR  FAIRFIELD,Jefferson County,AL,350641715
168606,305  HILLVIEW DR  FAIRFIELD,Jefferson County,AL,350641735
168607,248  FLINT DR  FAIRFIELD,Jefferson County,AL,350641717
168608,201  RIDGEWOOD AVE  FAIRFIELD,Jefferson County,AL,350641741
168609,309  RIDGEWOOD AVE  FAIRFIELD,Jefferson County,AL,350641743
168610,208  RIDGEWOOD AVE  FAIRFIELD,Jefferson County,AL,350641740
168611,405  14TH PL  PLEASANT GROVE,Jefferson County,AL,351272646
168612,417  14TH PL  PLEASANT GROVE,Jefferson County,AL,351272646
168613,416  14TH WAY  PLEASANT GROVE,Jefferson County,AL,351272651
168614,321 W SMITHFIELD DR  DOLOMITE,Jefferson County,AL,350611023
168615,1601  FIVE ACRE RD  DOLOMITE,Jefferson County,AL,350611036
168616,1633  FIVE ACRE RD  DOLOMITE,Jefferson County,AL,350611036
168617,1510  FIVE ACRE RD  DOLOMITE,Jefferson County,AL,350611001
168618,1533 W SMITHFIELD LN  DOLOMITE,Jefferson County,AL,350611019
168619,1529 W SMITHFIELD LN  DOLOMITE,Jefferson County,AL,35061
168620,413 W SMITHFIELD DR  DOLOMITE,Jefferson County,AL,350611024
168621,1550 W SMITHFIELD RD  DOLOMITE,Jefferson County,AL,350611006
168622,408 W SMITHFIELD DR  DOLOMITE,Jefferson County,AL,350611003
168623,411 W SMITHFIELD CIR  DOLOMITE,Jefferson County,AL,350611044
168624,501 W SMITHFIELD CIR  DOLOMITE,Jefferson County,AL,350611043
168625,509 W SMITHFIELD CIR  DOLOMITE,Jefferson County,AL,350611043
168626,1497  EDWARDS ST  DOLOMITE,Jefferson County,AL,35061
168627,1515  EDWARDS ST  DOLOMITE,Jefferson County,AL,35061
168628,1335  TIN MILL RD  DOLOMITE,Jefferson County,AL,350611215
168629,1317  TIN MILL RD  DOLOMITE,Jefferson County,AL,350611215
168630,1295  TIN MILL RD  DOLOMITE,Jefferson County,AL,350611214
168631,1353  MORROW ST  DOLOMITE,Jefferson County,AL,350611223
168632,1599  PLEASANT GROVE RD  DOLOMITE,Jefferson County,AL,35061
168633,1338  EDWARDS ST  DOLOMITE,Jefferson County,AL,350611013
168634,1328  EDWARDS ST  DOLOMITE,Jefferson County,AL,350611013
168635,3571  CHARLES ST  DOLOMITE,Jefferson County,AL,350611210
168636,1449  JACKSON ST  DOLOMITE,Jefferson County,AL,350611233
168637,446  13TH PL  PLEASANT GROVE,Jefferson County,AL,351272626
168638,1428  5TH AVE  PLEASANT GROVE,Jefferson County,AL,351272631
168639,1429  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273528
168640,1432  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273530
168641,4047  SMITHFIELD FOREST DR  PLEASANT GROVE,Jefferson County,AL,351273534
168642,4048  SMITHFIELD FOREST DR  PLEASANT GROVE,Jefferson County,AL,351273501
168643,4044  SMITHFIELD FOREST DR  PLEASANT GROVE,Jefferson County,AL,351273501
168644,4040  SMITHFIELD FOREST DR  PLEASANT GROVE,Jefferson County,AL,351273501
168645,1417  SMITHFIELD FOREST CIR  PLEASANT GROVE,Jefferson County,AL,351273505
168646,1316  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273531
168647,1329  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273532
168648,4001  SMITHFIELD FOREST DR  PLEASANT GROVE,Jefferson County,AL,351273500
168649,887  FOREST RD  PLEASANT GROVE,Jefferson County,AL,351273508
168650,697  CUMMINS AVE  HUEYTOWN,Jefferson County,AL,350231209
168651,681  CUMMINS AVE  BESSEMER,Jefferson County,AL,350231209
168652,423  HATTERAS ST  HUEYTOWN,Jefferson County,AL,350231213
168653,675  BOYCE AVE  HUEYTOWN,Jefferson County,AL,350231202
168654,417  MCKNIGHT ST  HUEYTOWN,Jefferson County,AL,350231219
168655,425  MCKNIGHT ST  HUEYTOWN,Jefferson County,AL,350231219
168656,443  HATTERAS ST  HUEYTOWN,Jefferson County,AL,350231228
168657,731  COALFIRE AVE  HUEYTOWN,Jefferson County,AL,350231257
168658,716  BOYCE AVE  BESSEMER,Jefferson County,AL,350231231
168659,349  FIVE ACRE RD  HUEYTOWN,Jefferson County,AL,350231234
168660,1305  12TH TER  PLEASANT GROVE,Jefferson County,AL,351272437
168661,1207  13TH WAY  PLEASANT GROVE,Jefferson County,AL,351272465
168662,1337  12TH TER  PLEASANT GROVE,Jefferson County,AL,35127
168663,1213  14TH WAY  PLEASANT GROVE,Jefferson County,AL,351272504
168664,1217  14TH WAY  PLEASANT GROVE,Jefferson County,AL,351272504
168665,1432  12TH TER  PLEASANT GROVE,Jefferson County,AL,351272509
168666,1329  13TH AVE  PLEASANT GROVE,Jefferson County,AL,351272411
168667,1208  15TH ST  PLEASANT GROVE,Jefferson County,AL,351272526
168668,1213  15TH ST  PLEASANT GROVE,Jefferson County,AL,351272532
168669,1208  16TH ST  PLEASANT GROVE,Jefferson County,AL,351272528
168670,1688  12TH TER  PLEASANT GROVE,Jefferson County,AL,35127
168671,1199  16TH ST  PLEASANT GROVE,Jefferson County,AL,35127
168672,1196  17TH ST  PLEASANT GROVE,Jefferson County,AL,35127
168673,290  EASTWOOD AVE  HUEYTOWN,Jefferson County,AL,350231525
168674,150  COOPER ST  HUEYTOWN,Jefferson County,AL,350231509
168675,148  COOPER ST  BESSEMER,Jefferson County,AL,35023
168676,103 E CREST RD  BESSEMER,Jefferson County,AL,350231638
168677,101  BETA ST  HUEYTOWN,Jefferson County,AL,350231659
168678,51  JOHNSON DR  BESSEMER,Jefferson County,AL,35023
168679,55  JOHNSON DR  BESSEMER,Jefferson County,AL,35023
168680,187  PINEWOOD AVE  HUEYTOWN,Jefferson County,AL,350231510
168681,166  PINEWOOD AVE  BESSEMER,Jefferson County,AL,35023
168682,2099  CHERRY AVE  HUEYTOWN,Jefferson County,AL,350231537
168683,113 W CREST RD  BESSEMER,Jefferson County,AL,350231522
168684,121 W CREST RD  HUEYTOWN,Jefferson County,AL,350231506
168685,4734  MONICA DR  HUEYTOWN,Jefferson County,AL,350232167
168686,4706  MONICA DR  HUEYTOWN,Jefferson County,AL,350232167
168687,3187 ,Jefferson County,AL,350231645
168688,3229 ,Jefferson County,AL,350231420
168689,1226  BUNCHIE ST  BESSEMER,Jefferson County,AL,350232109
168690,1215  BUNCHIE ST  BESSEMER,Jefferson County,AL,350232108
168691,1444  HUEYTOWN RD  HUEYTOWN,Jefferson County,AL,350232058
168692,155  MIDWAY DR  HUEYTOWN,Jefferson County,AL,350232138
168693,117  MIDWAY DR  HUEYTOWN,Jefferson County,AL,350232138
168694,622  MCPHEARSON LN  HUEYTOWN,Jefferson County,AL,350231225
168695,411  HARLEM AVE  HUEYTOWN,Jefferson County,AL,350231722
168696,510  MARSH AVE  HUEYTOWN,Jefferson County,AL,350231744
168697,515  MARSH AVE  HUEYTOWN,Jefferson County,AL,350231743
168698,537  MCPHEARSON LN  HUEYTOWN,Jefferson County,AL,350231223
168699,533  MCPHEARSON LN  HUEYTOWN,Jefferson County,AL,350231223
168700,408  CARVER AVE  HUEYTOWN,Jefferson County,AL,350231711
168701,602  COALFIRE AVE  BESSEMER,Jefferson County,AL,350231750
168702,315  CARVER AVE  HUEYTOWN,Jefferson County,AL,350231758
168703,330  HARLEM AVE  BESSEMER,Jefferson County,AL,350231721
168704,330  CARVER AVE  BESSEMER,Jefferson County,AL,350231709
