,street,county,state,zip
148615,1037  STERLING LAKES CIR  HELENA,Jefferson County,AL,350224361
148616,1033  STERLING LAKES CIR  HELENA,Jefferson County,AL,350224361
148617,121  ORCHARD LN  TRUSSVILLE,Jefferson County,AL,35173
148618,8577  SHADY TRL  HELENA,Jefferson County,AL,350221615
148619,3542  TIMBERLAKE DR  HELENA,Jefferson County,AL,350221611
148620,3639  TIMBER WAY  HELENA,Jefferson County,AL,350224185
148621,8490  SHADY TRL  HELENA,Jefferson County,AL,350221609
148622,8485  SHADY TRL  HELENA,Jefferson County,AL,350221610
148623,3623  OAKLEAF DR  HELENA,Jefferson County,AL,350221617
148624,4168  JONES RD SW BESSEMER,Jefferson County,AL,35022
148625,7998  LOGGINS RD  BESSEMER,Jefferson County,AL,350224285
148626,4347  JOLLEY RD  BESSEMER,Jefferson County,AL,350224174
148627,4362  JOLLEY RD  BESSEMER,Jefferson County,AL,35022
148628,8051  BLUFF RIDGE RD  BESSEMER,Jefferson County,AL,350224136
148629,AL,Jefferson County,AL,AL
148630,8277  BLUFF RIDGE RD  BESSEMER,Jefferson County,AL,35022
148631,4645  BOB BRILL RD  BESSEMER,Jefferson County,AL,350226862
148632,4772  BOB BRILL RD  BESSEMER,Jefferson County,AL,350223603
148633,4730  BOB BRILL RD  BESSEMER,Jefferson County,AL,35022
148634,4392  JOLLEY RD  BESSEMER,Jefferson County,AL,35022
148635,4509  EAGLEWOOD DR  BESSEMER,Jefferson County,AL,350227527
148636,4547  EAGLEWOOD DR  BESSEMER,Jefferson County,AL,350227527
148637,4556  EAGLEWOOD DR  BESSEMER,Jefferson County,AL,350227526
148638,4496  EAGLEWOOD DR  BESSEMER,Jefferson County,AL,350224199
148639,8791  BLUFF RIDGE RD  BESSEMER,Jefferson County,AL,350224138
148640,4640  DEER CREEK TRL  BESSEMER,Jefferson County,AL,350227942
148641,4630  DEER CREEK TRL  BESSEMER,Jefferson County,AL,35022
148642,4581  DEER CREEK TRL  BESSEMER,Jefferson County,AL,350227928
148643,5621 S SHADES CREST RD  BESSEMER,Jefferson County,AL,350224117
148644,8601  LAKE DR  BESSEMER,Jefferson County,AL,350224278
148645,8628  LAKE DR  BESSEMER,Jefferson County,AL,350224258
148646,4435  PARK AVE  BESSEMER,Jefferson County,AL,350224104
148647,6218  CATHWICK DR  MC CALLA,Jefferson County,AL,351115002
148648,6443  CHESHIRE COVE DR  MC CALLA,Jefferson County,AL,351115005
148649,6459  CHESHIRE COVE DR  MC CALLA,Jefferson County,AL,351115005
148650,5828  CHESHIRE COVE TRL  MC CALLA,Jefferson County,AL,351115007
148651,5844  CHESHIRE COVE TRL  MC CALLA,Jefferson County,AL,351115007
148652,6582  CATHWICK WAY  MC CALLA,Jefferson County,AL,351115010
148653,5849  CHESHIRE COVE TRL  MC CALLA,Jefferson County,AL,351115008
148654,5865  CHESHIRE COVE TRL  MC CALLA,Jefferson County,AL,351115008
148655,5877  CHESHIRE COVE TRL  MC CALLA,Jefferson County,AL,351115008
148656,5868  CHESHIRE COVE TRL  MC CALLA,Jefferson County,AL,351115007
148657,5457  CHARLES HAMILTON RD  MC CALLA,Jefferson County,AL,351113533
148658,6027  CRYSTAL DR  MC CALLA,Jefferson County,AL,351113554
148659,6047  CRYSTAL DR  MC CALLA,Jefferson County,AL,351113554
148660,6129  OLD TUSCALOOSA HWY  MC CALLA,Jefferson County,AL,351113604
148661,6133  OLD TUSCALOOSA HWY  MC CALLA,Jefferson County,AL,351113604
148662,6109  OLD TUSCALOOSA HWY  MC CALLA,Jefferson County,AL,351113603
148663,6350  COVE LN  MC CALLA,Jefferson County,AL,351113492
148664,6330  COVE LN  MC CALLA,Jefferson County,AL,351113492
148665,6309  COVE LN  MC CALLA,Jefferson County,AL,351113492
148666,6343  COVE LN  MC CALLA,Jefferson County,AL,351113492
148667,6347  COVE LN  MC CALLA,Jefferson County,AL,351113492
148668,6420  CARROLL COVE PKWY  MC CALLA,Jefferson County,AL,351113497
148669,6417  CARROLL COVE PKWY  MC CALLA,Jefferson County,AL,351113499
148670,6429  CARROLL COVE PKWY  MC CALLA,Jefferson County,AL,351113499
148671,5177  EASTERN VALLEY RD  MC CALLA,Jefferson County,AL,351113412
148672,5500  CHARLES HAMILTON RD  MC CALLA,Jefferson County,AL,351113616
148673,5796  HIDDEN VALLEY RD  MC CALLA,Jefferson County,AL,351113622
148674,5670  HIDDEN VALLEY RD  MC CALLA,Jefferson County,AL,351113621
148675,1024  LAKESIDE DR  MC CALLA,Jefferson County,AL,351113728
148676,949  LAKESIDE DR  MC CALLA,Jefferson County,AL,351113736
148677,1115  ROCK CREST DR  MC CALLA,Jefferson County,AL,351113806
148678,1106  ROCK CREST DR  MC CALLA,Jefferson County,AL,351113804
148679,2146  ROCK MOUNTAIN LAKE DR  MC CALLA,Jefferson County,AL,351113762
148680,2194  ROCK MOUNTAIN LAKE DR  MC CALLA,Jefferson County,AL,351113762
148681,2167  ROCK MOUNTAIN LAKE DR  MC CALLA,Jefferson County,AL,351113760
148682,1009  TALL OAKS CIR  MC CALLA,Jefferson County,AL,351113763
148683,6030  BLUE CREEK RD  BROOKWOOD,Jefferson County,AL,354446009
148684,7432  LOWETOWN RD  MC CALLA,Jefferson County,AL,35111
148685,8410  BEAU RIDGE LN  MC CALLA,Jefferson County,AL,351114137
148686,7245  SPRINGER RD  MC CALLA,Jefferson County,AL,35111
148687,7317  LOWETOWN RD  MC CALLA,Jefferson County,AL,35111
148688,1123  LAKE PARK DR  MC CALLA,Jefferson County,AL,351113809
148689,1137  VICTORIA DR  MC CALLA,Jefferson County,AL,351113800
148690,1128  VICTORIA DR  MC CALLA,Jefferson County,AL,351113802
148691,1140  VICTORIA DR  MC CALLA,Jefferson County,AL,351113802
148692,1157  VICTORIA DR  MC CALLA,Jefferson County,AL,351113800
148693,1161  VICTORIA DR  MC CALLA,Jefferson County,AL,351113800
148694,1035  CRESTVIEW DR  MC CALLA,Jefferson County,AL,351113814
148695,1152  VICTORIA DR  MC CALLA,Jefferson County,AL,351113802
148696,1138  ROCK CREST DR  MC CALLA,Jefferson County,AL,351113804
148697,1130  ROCK CREST DR  MC CALLA,Jefferson County,AL,351113804
148698,1051  CRESTVIEW DR  MC CALLA,Jefferson County,AL,351113814
148699,6187  WOODVIEW LN  MC CALLA,Jefferson County,AL,351113903
148700,517  WATERSIDE CIR  MC CALLA,Jefferson County,AL,351113826
148701,1029  COLEMAN DR  MC CALLA,Jefferson County,AL,351113823
148702,6270  NELSON RD  MC CALLA,Jefferson County,AL,351113902
148703,6280  NELSON RD  MC CALLA,Jefferson County,AL,35111
148704,6818  OAKLAWN LN  MC CALLA,Jefferson County,AL,351113964
148705,6847  OAKLAWN LN  MC CALLA,Jefferson County,AL,351113961
148706,6920  MEADOW RIDGE DR  MC CALLA,Jefferson County,AL,351113958
148707,7095  SUMMERDALE DR  MC CALLA,Jefferson County,AL,351113963
148708,7059  SUMMERDALE DR  MC CALLA,Jefferson County,AL,351113963
148709,7066  SUMMERDALE DR  MC CALLA,Jefferson County,AL,351113962
148710,6722  RIDGECREST CIR  MC CALLA,Jefferson County,AL,351113960
148711,6870  OAKLAWN LN  MC CALLA,Jefferson County,AL,351113964
148712,6878  OAKLAWN LN  MC CALLA,Jefferson County,AL,351113964
148713,7053  SUMMERDALE DR  MC CALLA,Jefferson County,AL,351113963
148714,6879  OAKLAWN LN  MC CALLA,Jefferson County,AL,351113961
148715,7020  OLD TUSCALOOSA HWY  MC CALLA,Jefferson County,AL,35111
148716,5933  KELLY DR  MC CALLA,Jefferson County,AL,351113631
148717,5940  KELLY DR  MC CALLA,Jefferson County,AL,351113632
148718,2528  SADLER RIDGE RD  MC CALLA,Jefferson County,AL,351113331
148719,5668  EASTERN VALLEY RD  MC CALLA,Jefferson County,AL,351113303
148720,5656  EASTERN VALLEY RD  MC CALLA,Jefferson County,AL,35111
148721,6981  ABERNATHY RD  MC CALLA,Jefferson County,AL,351113327
148722,6907  ABERNATHY RD  MC CALLA,Jefferson County,AL,351113327
148723,6537  VINTAGE ST  MC CALLA,Jefferson County,AL,351113472
148724,6509  VINTAGE ST  MC CALLA,Jefferson County,AL,351113472
148725,5220  VINTAGE WAY  MC CALLA,Jefferson County,AL,351113450
148726,6501  VINTAGE LN  MC CALLA,Jefferson County,AL,351113449
148727,6513  VINTAGE LN  MC CALLA,Jefferson County,AL,351113449
148728,5236  VINTAGE WAY  MC CALLA,Jefferson County,AL,351113450
148729,5232  VINTAGE WAY  MC CALLA,Jefferson County,AL,351113450
148730,5228  VINTAGE WAY  MC CALLA,Jefferson County,AL,351113450
148731,5746  HERITAGE PARK LN  MC CALLA,Jefferson County,AL,351113461
148732,5784  HERITAGE PARK DR  MC CALLA,Jefferson County,AL,351113490
148733,5796  HERITAGE PARK DR  MC CALLA,Jefferson County,AL,351113567
148734,5820  HERITAGE PARK DR  MC CALLA,Jefferson County,AL,351113559
148735,6425  HERITAGE WAY  MC CALLA,Jefferson County,AL,351113561
148736,6409  HERITAGE WAY  MC CALLA,Jefferson County,AL,35111
148737,6432  HERITAGE WAY  MC CALLA,Jefferson County,AL,351113487
148738,5905  HERITAGE CIR  MC CALLA,Jefferson County,AL,351113488
148739,5904  HERITAGE CIR  MC CALLA,Jefferson County,AL,351113486
148740,6602  VINTAGE LN  MC CALLA,Jefferson County,AL,351113485
148741,6766  BURCHFIELD LOOP  MC CALLA,Jefferson County,AL,351113332
148742,6699  BURCHFIELD LOOP  MC CALLA,Jefferson County,AL,351113357
148743,6908  ABERNATHY RD  MC CALLA,Jefferson County,AL,351113320
148744,5523  TIMBER LEAF WAY  BESSEMER,Jefferson County,AL,350223609
148745,5551  TIMBER LEAF WAY  BESSEMER,Jefferson County,AL,350223609
148746,7714  TIMBER LEAF LN  BESSEMER,Jefferson County,AL,350223610
148747,7710  TIMBER LEAF LN  BESSEMER,Jefferson County,AL,350223610
148748,5544  TIMBER LEAF TRL  BESSEMER,Jefferson County,AL,350223611
148749,5501  TIMBER LEAF TRL  BESSEMER,Jefferson County,AL,350223608
148750,5513  TIMBER LEAF TRL  BESSEMER,Jefferson County,AL,350223608
148751,7713  TIMBER LEAF LN  BESSEMER,Jefferson County,AL,350223612
148752,7717  TIMBER LEAF LN  BESSEMER,Jefferson County,AL,350223612
148753,7721  TIMBER LEAF LN  BESSEMER,Jefferson County,AL,350223612
148754,5526  TIMBER LEAF WAY  BESSEMER,Jefferson County,AL,350223613
148755,5101  RILES DR  BESSEMER,Jefferson County,AL,350226949
148756,4961  FLETCHER RD  BESSEMER,Jefferson County,AL,350223606
148757,7361  ABERNATHY RD  MC CALLA,Jefferson County,AL,351113323
148758,5710  EASTERN VALLEY RD  MC CALLA,Jefferson County,AL,351113304
148759,7730  SPRINGER RD  MC CALLA,Jefferson County,AL,35111
148760,7691  SPRINGER RD  MC CALLA,Jefferson County,AL,351114114
148761,7567  SPRINGER RD  MC CALLA,Jefferson County,AL,351114113
148762,7546  SPRINGER RD  MC CALLA,Jefferson County,AL,351114104
148763,7541  SPRINGER RD  MC CALLA,Jefferson County,AL,351114113
148764,7501  ARROW WOOD BLVD  MC CALLA,Jefferson County,AL,351114501
148765,7391  SPRINGDALE DR  MC CALLA,Jefferson County,AL,351114051
148766,7574  ARROW WOOD BLVD  MC CALLA,Jefferson County,AL,351114500
148767,7565  ARROW WOOD BLVD  MC CALLA,Jefferson County,AL,351114501
148768,7505  ARROW WOOD BLVD  MC CALLA,Jefferson County,AL,351114501
148769,7620  OLD TUSCALOOSA HWY  MC CALLA,Jefferson County,AL,351114000
148770,7795  OLD TUSCALOOSA HWY  MC CALLA,Jefferson County,AL,351114007
148771,7800  KIMBRELL CUTOFF RD  MC CALLA,Jefferson County,AL,351113007
148772,7797  KIMBRELL CUTOFF RD  MC CALLA,Jefferson County,AL,35111
148773,7821  KIMBRELL CUTOFF RD  MC CALLA,Jefferson County,AL,351113021
148774,7994  FURNACE DR  MC CALLA,Jefferson County,AL,351113065
148775,7433  GRISTMILL CIR  MC CALLA,Jefferson County,AL,351113062
148776,7919  GRISTMILL DR  MC CALLA,Jefferson County,AL,351113058
148777,7958  FURNACE DR  MC CALLA,Jefferson County,AL,351113064
148778,7921  FURNACE DR  MC CALLA,Jefferson County,AL,351113064
148779,7929  FURNACE DR  MC CALLA,Jefferson County,AL,351113064
148780,7945  FURNACE DR  MC CALLA,Jefferson County,AL,351113064
148781,7953  FURNACE DR  MC CALLA,Jefferson County,AL,351113064
148782,7450  GRISTMILL CIR  MC CALLA,Jefferson County,AL,351113063
148783,7978  EVERETTS LOOP  MC CALLA,Jefferson County,AL,351113034
148784,6221  EASTERN VALLEY RD  MC CALLA,Jefferson County,AL,351113103
148785,6237  EASTERN VALLEY RD  MC CALLA,Jefferson County,AL,351113103
148786,6260  EASTERN VALLEY RD  MC CALLA,Jefferson County,AL,351113124
148787,7719  CUMMINGS LOOP  MC CALLA,Jefferson County,AL,351113108
148788,7971  BARBARA DR  MC CALLA,Jefferson County,AL,351113221
148789,7890  BARBARA DR  MC CALLA,Jefferson County,AL,351113217
148790,7990  BARBARA DR  MC CALLA,Jefferson County,AL,351113216
148791,5847  HIGH FOREST DR  MC CALLA,Jefferson County,AL,351114200
148792,7683  GARDENWOOD CIR  MC CALLA,Jefferson County,AL,351113370
148793,5859  HIGH FOREST DR  MC CALLA,Jefferson County,AL,351114200
148794,5844  HIGH FOREST DR  MC CALLA,Jefferson County,AL,351114207
148795,7521  BLUE POINT CV  MC CALLA,Jefferson County,AL,351114203
148796,5932  HIGH FOREST DR  MC CALLA,Jefferson County,AL,351114214
148797,7664  GARDENWOOD CIR  MC CALLA,Jefferson County,AL,351113370
148798,7752  BEACH ST  MC CALLA,Jefferson County,AL,35111
148799,7715  LAKESHORE DR  MC CALLA,Jefferson County,AL,351113235
148800,7701  LAKESHORE DR  MC CALLA,Jefferson County,AL,351113235
148801,5566  COLEMAN LAKE RD  MC CALLA,Jefferson County,AL,351113283
148802,7656  LAKESHORE DR  MC CALLA,Jefferson County,AL,351113232
148803,7545  MOUNTAIN DR  MC CALLA,Jefferson County,AL,351113243
148804,7509  MOUNTAIN DR  MC CALLA,Jefferson County,AL,351113243
148805,7738  LAKESHORE DR  MC CALLA,Jefferson County,AL,351113231
148806,7773  LAKESHORE DR  MC CALLA,Jefferson County,AL,351113235
148807,5628  COLEMAN LAKE RD  MC CALLA,Jefferson County,AL,351113286
148808,5522  COLEMAN LAKE RD  MC CALLA,Jefferson County,AL,351113203
148809,7774  LAKESHORE DR  MC CALLA,Jefferson County,AL,351113231
148810,5300  FLETCHER RD  MC CALLA,Jefferson County,AL,35111
148811,5631  OAK ST  MC CALLA,Jefferson County,AL,35111
148812,7787  RAVEN CIR  MC CALLA,Jefferson County,AL,351114223
148813,7791  RAVEN CIR  MC CALLA,Jefferson County,AL,351114223
148814,7784  RAVEN CIR  MC CALLA,Jefferson County,AL,351114222
148815,7795  INDIAN GAP TRL  MC CALLA,Jefferson County,AL,351114219
148816,7781  EAGLE DR  MC CALLA,Jefferson County,AL,351114221
148817,5950  FLETCHER RD  MC CALLA,Jefferson County,AL,351113251
148818,5380  STAGE COACH TRL  BESSEMER,Jefferson County,AL,350228815
148819,7999  SERENE LAKE RD  MC CALLA,Jefferson County,AL,35111
148820,8140  SERENE LAKE RD  MC CALLA,Jefferson County,AL,351113258
148821,8122  SERENE RIDGE DR  MC CALLA,Jefferson County,AL,351113282
148822,5732  SERENE RIDGE CIR  MC CALLA,Jefferson County,AL,351113204
148823,5621  ELLIOT CIR  MC CALLA,Jefferson County,AL,351113295
148824,8346  SERENE LAKE RD  MC CALLA,Jefferson County,AL,35111
148825,8380  SERENE LAKE RD  MC CALLA,Jefferson County,AL,351113276
148826,8310  SERENE LAKE RD  MC CALLA,Jefferson County,AL,351113276
148827,7952  LAKESHORE DR  MC CALLA,Jefferson County,AL,351113229
148828,5810  TWIN CIR  MC CALLA,Jefferson County,AL,351113298
148829,8419  SERENE LAKE RD  MC CALLA,Jefferson County,AL,351113278
148830,8018  HOLLY CIR  MC CALLA,Jefferson County,AL,351113137
148831,8100  APRIL CIR  MC CALLA,Jefferson County,AL,351113104
148832,8116  APRIL CIR  MC CALLA,Jefferson County,AL,351113104
148833,8115  APRIL CIR  MC CALLA,Jefferson County,AL,35111
148834,8245  OWEN PARK DR  LAKE VIEW,Jefferson County,AL,351113043
148835,8242  OWEN PARK DR  LAKE VIEW,Jefferson County,AL,351113042
148836,8218  OWEN PARK DR  MC CALLA,Jefferson County,AL,351113042
148837,8204  OWEN PARK DR  MC CALLA,Jefferson County,AL,351113042
148838,8019  MARY,Jefferson County,AL,351113037
148839,8043  MARY,Jefferson County,AL,351113037
148840,8047  MARY,Jefferson County,AL,351113037
148841,8014  MARGARET CIR  LAKE VIEW,Jefferson County,AL,351113033
148842,8010  MARGARET CIR  MC CALLA,Jefferson County,AL,351113033
148843,8535  SERENE DR  MC CALLA,Jefferson County,AL,35111
148844,347  CUMBERLAND LAKE CIR  PINSON,Jefferson County,AL,35126
148845,2189  CUMBERLAND LAKE DR  PINSON,Jefferson County,AL,35126
148846,333  CUMBERLAND LAKE CIR  PINSON,Jefferson County,AL,351262097
148847,1608  MABEL DR  WARRIOR,Jefferson County,AL,351801018
148848,499  TRAFFORD RD  WARRIOR,Jefferson County,AL,351801059
148849,480  TRAFFORD RD  WARRIOR,Jefferson County,AL,351801058
148850,9650  GARRETT RD  WARRIOR,Jefferson County,AL,35180
148851,1728  DADS HILL LN  WARRIOR,Jefferson County,AL,351802013
148852,2289  WARRIOR TRAFFORD RD  TRAFFORD,Jefferson County,AL,35172
148853,2754  COUNTY LINE DR  TRAFFORD,Jefferson County,AL,35172
148854,2640  CHURCH ST  TRAFFORD,Jefferson County,AL,35172
148855,2620  TRAFFORD COUNTY LINE RD  TRAFFORD,Jefferson County,AL,351729527
148856,9319  3RD AVE  TRAFFORD,Jefferson County,AL,351729751
148857,2545  TRAFFORD COUNTY LINE RD  TRAFFORD,Jefferson County,AL,35172
148858,2549  TRAFFORD COUNTY LINE RD  TRAFFORD,Jefferson County,AL,35172
148859,2603  TRAFFORD COUNTY LINE RD  TRAFFORD,Jefferson County,AL,351729530
148860,2617  TRAFFORD COUNTY LINE RD  TRAFFORD,Jefferson County,AL,351729530
148861,2685  TRAFFORD COUNTY LINE RD  TRAFFORD,Jefferson County,AL,351729531
148862,9025  1ST AVE  TRAFFORD,Jefferson County,AL,351729710
148863,9110  1ST AVE  TRAFFORD,Jefferson County,AL,351729708
148864,9120  2ND AVE E TRAFFORD,Jefferson County,AL,351729723
148865,2509  2ND ST  TRAFFORD,Jefferson County,AL,351729742
148866,9002 W COMMERCIAL AVE  TRAFFORD,Jefferson County,AL,351729701
148867,10386  THERMAL RD  TRAFFORD,Jefferson County,AL,351729420
148868,10655  GURLEY CREEK TRL  TRAFFORD,Jefferson County,AL,35172
148869,9331  PAGE RD  TRAFFORD,Jefferson County,AL,351729506
148870,2474  WARRIOR TRAFFORD RD  TRAFFORD,Jefferson County,AL,351729535
148871,2466  WARRIOR TRAFFORD RD  TRAFFORD,Jefferson County,AL,351729535
148872,9993  BRADFORD TRAFFORD RD  WARRIOR,Jefferson County,AL,351802421
148873,9598  WOOD KNOLL LN  WARRIOR,Jefferson County,AL,351802275
148874,9568  NORGATE RD  WARRIOR,Jefferson County,AL,35180
148875,9585  NORGATE RD  WARRIOR,Jefferson County,AL,351802260
148876,9611  BRADFORD TRAFFORD RD  WARRIOR,Jefferson County,AL,35180
148877,9626  BRADFORD TRAFFORD RD  WARRIOR,Jefferson County,AL,351802414
148878,9162  THERMAL RD  WARRIOR,Jefferson County,AL,351802427
148879,1771  PARC LANE CIR  WARRIOR,Jefferson County,AL,351802319
148880,1623  FRANKLIN PARC DR  WARRIOR,Jefferson County,AL,351802316
148881,1615  FRANKLIN PARC DR  WARRIOR,Jefferson County,AL,351802316
148882,1772  PARC LANE CIR  WARRIOR,Jefferson County,AL,351802321
148883,2047  BONE DRY RD  WARRIOR,Jefferson County,AL,351802328
148884,2374  SELF CREEK RD  WARRIOR,Jefferson County,AL,351802261
148885,9599  PHARRIS LN  KIMBERLY,Jefferson County,AL,350913005
148886,9580  PHARRIS LN  KIMBERLY,Jefferson County,AL,350913004
148887,9566  PHARRIS LN  KIMBERLY,Jefferson County,AL,350913004
148888,9556  PHARRIS LN  KIMBERLY,Jefferson County,AL,350913042
148889,9609  MEADOW RIDGE PKWY  KIMBERLY,Jefferson County,AL,350913040
148890,9651  RIDGE WAY  KIMBERLY,Jefferson County,AL,350913162
