,street,county,state,zip
89148,1324  ELMWOOD ST SW BIRMINGHAM,Jefferson County,AL,352113715
89149,1433  16TH WAY SW BIRMINGHAM,Jefferson County,AL,352113729
89150,1420  16TH ST SW BIRMINGHAM,Jefferson County,AL,352112748
89151,641  CENTER WAY SW BIRMINGHAM,Jefferson County,AL,352112936
89152,645  CENTER WAY SW BIRMINGHAM,Jefferson County,AL,352112936
89153,728  CENTER PL SW BIRMINGHAM,Jefferson County,AL,352112926
89154,200  6TH AVE SW BIRMINGHAM,Jefferson County,AL,352112204
89155,309  6TH AVE SW BIRMINGHAM,Jefferson County,AL,352112209
89156,641  BOLIN ST SW BIRMINGHAM,Jefferson County,AL,352112811
89157,249  6TH AVE SW BIRMINGHAM,Jefferson County,AL,352112207
89158,805  GOLDWIRE WAY SW BIRMINGHAM,Jefferson County,AL,352112833
89159,821  GOLDWIRE WAY SW BIRMINGHAM,Jefferson County,AL,352112833
89160,901  GOLDWIRE WAY SW BIRMINGHAM,Jefferson County,AL,352112834
89161,921  GOLDWIRE WAY SW BIRMINGHAM,Jefferson County,AL,352112834
89162,240  10TH AVE SW BIRMINGHAM,Jefferson County,AL,352112807
89163,876  GOLDWIRE ST SW BIRMINGHAM,Jefferson County,AL,352112963
89164,901  GOLDWIRE PL SW BIRMINGHAM,Jefferson County,AL,352112828
89165,216  10TH AVE SW BIRMINGHAM,Jefferson County,AL,352112805
89166,613  GOLDWIRE ST SW BIRMINGHAM,Jefferson County,AL,352112986
89167,709  CENTER PL SW BIRMINGHAM,Jefferson County,AL,352112927
89168,841  CENTER PL SW BIRMINGHAM,Jefferson County,AL,352112929
89169,1844  CENTER ST S BIRMINGHAM,Jefferson County,AL,352056341
89170,1840  CENTER ST S BIRMINGHAM,Jefferson County,AL,352056341
89171,849  CENTER WAY SW BIRMINGHAM,Jefferson County,AL,352112934
89172,846  CENTER PL SW BIRMINGHAM,Jefferson County,AL,352112972
89173,821  CENTER WAY SW BIRMINGHAM,Jefferson County,AL,352112937
89174,932  CENTER WAY SW BIRMINGHAM,Jefferson County,AL,352112971
89175,1404  LINCOLN ST SW BIRMINGHAM,Jefferson County,AL,352113917
89176,1301  GOLDWIRE ST SW BIRMINGHAM,Jefferson County,AL,352113928
89177,1305  GOLDWIRE ST SW BIRMINGHAM,Jefferson County,AL,352113928
89178,1421  GOLDWIRE ST SW BIRMINGHAM,Jefferson County,AL,352113930
89179,1513  GOLDWIRE ST SW BIRMINGHAM,Jefferson County,AL,352113932
89180,1512  MCCARY ST SW BIRMINGHAM,Jefferson County,AL,352113942
89181,1420  MCCARY ST SW BIRMINGHAM,Jefferson County,AL,352113940
89182,232  14TH AVE SW BIRMINGHAM,Jefferson County,AL,352113805
89183,208  15TH AVE SW BIRMINGHAM,Jefferson County,AL,352113858
89184,216  15TH AVE SW BIRMINGHAM,Jefferson County,AL,352113858
89185,229  15TH AVE SW BIRMINGHAM,Jefferson County,AL,352113807
89186,245  15TH AVE SW BIRMINGHAM,Jefferson County,AL,352113807
89187,5  SPRING HAVEN CIR SW BIRMINGHAM,Jefferson County,AL,352113922
89188,1409  LINCOLN ST SW BIRMINGHAM,Jefferson County,AL,352113918
89189,1509  LINCOLN ST SW BIRMINGHAM,Jefferson County,AL,352113920
89190,236  17TH AVE SW BIRMINGHAM,Jefferson County,AL,352113834
89191,1817  3RD PL SW BIRMINGHAM,Jefferson County,AL,352113821
89192,673  IDLEWILD CIR  BIRMINGHAM,Jefferson County,AL,352055830
89193,669  IDLEWILD CIR  BIRMINGHAM,Jefferson County,AL,352055830
89194,618  19TH AVE S BIRMINGHAM,Jefferson County,AL,35205
89195,676  IDLEWILD CIR  BIRMINGHAM,Jefferson County,AL,352055803
89196,621  IDLEWILD CIR  BIRMINGHAM,Jefferson County,AL,352055888
89197,660  IDLEWILD CIR  BIRMINGHAM,Jefferson County,AL,352055803
89198,670  IDLEWILD CIR  BIRMINGHAM,Jefferson County,AL,352055803
89199,1932  5TH ST S BIRMINGHAM,Jefferson County,AL,352056408
89200,1920  5TH ST S BIRMINGHAM,Jefferson County,AL,352056408
89201,1915  5TH ST S BIRMINGHAM,Jefferson County,AL,352056407
89202,50  19TH AVE S BIRMINGHAM,Jefferson County,AL,352056335
89203,2015  CENTER ST S BIRMINGHAM,Jefferson County,AL,352056344
89204,2019  CENTER ST S BIRMINGHAM,Jefferson County,AL,352056344
89205,2019  CENTER WAY S BIRMINGHAM,Jefferson County,AL,352056351
89206,2024  HOLLINS DR  BIRMINGHAM,Jefferson County,AL,352056354
89207,2018  HOLLINS DR  BIRMINGHAM,Jefferson County,AL,352056354
89208,2007  HOLLINS DR  BIRMINGHAM,Jefferson County,AL,352056353
89209,2009  HOLLINS DR  BIRMINGHAM,Jefferson County,AL,352056353
89210,2011  HOLLINS DR  BIRMINGHAM,Jefferson County,AL,352056353
89211,2016  2ND ST S BIRMINGHAM,Jefferson County,AL,352056308
89212,2049  GREEN SPRINGS HWY S BIRMINGHAM,Jefferson County,AL,352056826
89213,2245  2ND ST S BIRMINGHAM,Jefferson County,AL,352056803
89214,2249  1ST PL S BIRMINGHAM,Jefferson County,AL,352056703
89215,2109  JOYCE ST  BIRMINGHAM,Jefferson County,AL,35205
89216,2264  RED MOUNTAIN TER S BIRMINGHAM,Jefferson County,AL,352056820
89217,148  23RD CT S BIRMINGHAM,Jefferson County,AL,352056716
89218,2285  RED MOUNTAIN TER S BIRMINGHAM,Jefferson County,AL,35205
89219,2053  HOLLINS DR  BIRMINGHAM,Jefferson County,AL,352056353
89220,2209  CENTER WAY S BIRMINGHAM,Jefferson County,AL,352056725
89221,112  23RD AVE S BIRMINGHAM,Jefferson County,AL,352056712
89222,12  23RD TER S BIRMINGHAM,Jefferson County,AL,352056718
89223,2317  CENTER WAY S BIRMINGHAM,Jefferson County,AL,352056717
89224,20  24TH AVE S BIRMINGHAM,Jefferson County,AL,352056737
89225,28  24TH AVE S BIRMINGHAM,Jefferson County,AL,352056736
89226,2344  1ST ST S BIRMINGHAM,Jefferson County,AL,352056702
89227,2321  CENTER PL S BIRMINGHAM,Jefferson County,AL,352056723
89228,2329  CENTER PL S BIRMINGHAM,Jefferson County,AL,352056723
89229,2368  CENTER WAY S BIRMINGHAM,Jefferson County,AL,352056704
89230,1200  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352091025
89231,1200  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352091041
89232,1200  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352091041
89233,1200  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352091041
89234,1200  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352091042
89235,508  22ND AVE S BIRMINGHAM,Jefferson County,AL,352056430
89236,401  21ST AVE S BIRMINGHAM,Jefferson County,AL,35205
89237,2100  5TH ST S BIRMINGHAM,Jefferson County,AL,352056930
89238,757  ROCKFORD DR  BIRMINGHAM,Jefferson County,AL,352093159
89239,1467  18TH AVE S BIRMINGHAM,Jefferson County,AL,352056615
89240,1457  18TH AVE S BIRMINGHAM,Jefferson County,AL,352056615
89241,1321  18TH AVE S BIRMINGHAM,Jefferson County,AL,352056628
89242,1321  18TH AVE S BIRMINGHAM,Jefferson County,AL,352056628
89243,1619  14TH ST S BIRMINGHAM,Jefferson County,AL,352056107
89244,1406  17TH AVE S BIRMINGHAM,Jefferson County,AL,352056661
89245,1603  13TH PL S BIRMINGHAM,Jefferson County,AL,352056603
89246,1611  13TH PL S BIRMINGHAM,Jefferson County,AL,352056603
89247,1326  17TH AVE S BIRMINGHAM,Jefferson County,AL,35205
89248,1335  17TH AVE S BIRMINGHAM,Jefferson County,AL,352056607
89249,1325  17TH AVE S BIRMINGHAM,Jefferson County,AL,352056607
89250,1340  18TH AVE S BIRMINGHAM,Jefferson County,AL,352056652
89251,1721  VALLEY AVE  HOMEWOOD,Jefferson County,AL,352091284
89252,1731  VALLEY AVE  HOMEWOOD,Jefferson County,AL,352091285
89253,1741  VALLEY AVE  HOMEWOOD,Jefferson County,AL,352091286
89254,1700  VALLEY AVE  HOMEWOOD,Jefferson County,AL,352091281
89255,1710  VALLEY AVE  HOMEWOOD,Jefferson County,AL,352091280
89256,1710  VALLEY AVE  HOMEWOOD,Jefferson County,AL,352091280
89257,1720  VALLEY AVE  BIRMINGHAM,Jefferson County,AL,352091279
89258,1006  19TH AVE S BIRMINGHAM,Jefferson County,AL,352056458
89259,1106  GREEN SPRINGS AVE S BIRMINGHAM,Jefferson County,AL,35205
89260,1705  11TH PL S BIRMINGHAM,Jefferson County,AL,352056503
89261,1703  CULLOM ST S BIRMINGHAM,Jefferson County,AL,352056507
89262,1708  12TH ST S BIRMINGHAM,Jefferson County,AL,352056502
89263,1701  12TH ST S BIRMINGHAM,Jefferson County,AL,352056501
89264,1238  18TH AVE S BIRMINGHAM,Jefferson County,AL,352056612
89265,1173  18TH AVE S BIRMINGHAM,Jefferson County,AL,352056526
89266,1157  18TH AVE S BIRMINGHAM,Jefferson County,AL,352056526
89267,1113  GREEN SPRINGS AVE S BIRMINGHAM,Jefferson County,AL,352056427
89268,1045  19TH AVE S BIRMINGHAM,Jefferson County,AL,352056457
89269,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097435
89270,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097435
89271,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097435
89272,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097435
89273,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097435
89274,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097435
89275,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097435
89276,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097435
89277,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097436
89278,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097436
89279,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097436
89280,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097436
89281,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097437
89282,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097437
89283,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097437
89284,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097422
89285,1300  BEACON PKWY E BIRMINGHAM,Jefferson County,AL,352097422
89286,1505  SOMERSET DR  HOMEWOOD,Jefferson County,AL,352091729
89287,2911  PARKRIDGE DR  BIRMINGHAM,Jefferson County,AL,352092416
89288,1600  29TH CT S BIRMINGHAM,Jefferson County,AL,352092404
89289,1636  28TH CT S BIRMINGHAM,Jefferson County,AL,35209
89290,1417  CLERMONT DR  BIRMINGHAM,Jefferson County,AL,352092325
89291,1401  CLERMONT DR  BIRMINGHAM,Jefferson County,AL,352092325
89292,411  CLERMONT DR  BIRMINGHAM,Jefferson County,AL,352092307
89293,409  CLERMONT DR  BIRMINGHAM,Jefferson County,AL,352092307
89294,1406  ARDSLEY PL  BIRMINGHAM,Jefferson County,AL,352092322
89295,1423  ARDSLEY PL  BIRMINGHAM,Jefferson County,AL,352092321
89296,1402  SUTHERLAND PL  HOMEWOOD,Jefferson County,AL,352092329
89297,3852  ORLEANS RD  MOUNTAIN BRK,Jefferson County,AL,352435639
89298,2992  DONITA CT  VESTAVIA,Jefferson County,AL,352435915
89299,2913  CHRISTOPHER CT  VESTAVIA,Jefferson County,AL,352435618
89300,2905  CHRISTOPHER CT  VESTAVIA,Jefferson County,AL,352435618
89301,3848  ORLEANS RD  MOUNTAIN BRK,Jefferson County,AL,352435639
89302,2983  DONITA CT  VESTAVIA,Jefferson County,AL,352435916
89303,3965  NATCHEZ DR  VESTAVIA,Jefferson County,AL,352435901
89304,3853  ORLEANS RD  MOUNTAIN BRK,Jefferson County,AL,352435640
89305,3988  NATCHEZ DR  VESTAVIA,Jefferson County,AL,352435900
89306,3984  NATCHEZ DR  VESTAVIA,Jefferson County,AL,352435900
89307,2963  DONITA DR  VESTAVIA,Jefferson County,AL,352435918
89308,2933  DONITA DR  VESTAVIA,Jefferson County,AL,352435918
89309,2970  GREEN VALLEY RD  VESTAVIA,Jefferson County,AL,352435813
89310,2972  GREEN VALLEY RD  VESTAVIA,Jefferson County,AL,352435813
89311,2986  GREEN VALLEY RD  VESTAVIA,Jefferson County,AL,352435813
89312,2977  DONITA DR  VESTAVIA,Jefferson County,AL,352435918
89313,2936  DONITA DR  VESTAVIA,Jefferson County,AL,352435917
89314,2940  DONITA DR  VESTAVIA,Jefferson County,AL,352435917
89315,2976  DONITA DR  VESTAVIA,Jefferson County,AL,352435917
89316,3017  SUNVIEW DR  VESTAVIA,Jefferson County,AL,352435643
89317,3842  OVERTON MANOR LN  VESTAVIA,Jefferson County,AL,352435313
89318,3838  OVERTON MANOR LN  VESTAVIA,Jefferson County,AL,352435313
89319,3822  OVERTON MANOR LN  VESTAVIA,Jefferson County,AL,352435313
89320,3204  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435315
89321,3214  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435315
89322,3216  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435315
89323,3230  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435315
89324,3236  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435315
89325,3252  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435315
89326,3264  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435315
89327,3266  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435315
89328,3892  OVERTON MANOR TRL  VESTAVIA,Jefferson County,AL,352435311
89329,3876  OVERTON MANOR TRL  VESTAVIA,Jefferson County,AL,352435311
89330,3839  OVERTON MANOR TRL  VESTAVIA,Jefferson County,AL,352435312
89331,3887  OVERTON MANOR TRL  VESTAVIA,Jefferson County,AL,352435312
89332,3794  GLASS DR  MOUNTAIN BRK,Jefferson County,AL,352232932
89333,3808  HALBROOK LN  MOUNTAIN BRK,Jefferson County,AL,352435515
89334,3809  HALBROOK LN  MOUNTAIN BRK,Jefferson County,AL,352435516
89335,3817  HALBROOK LN  MOUNTAIN BRK,Jefferson County,AL,352435516
89336,3836  ASBURY PL  MOUNTAIN BRK,Jefferson County,AL,352435506
89337,3832  ASBURY PL  MOUNTAIN BRK,Jefferson County,AL,352435506
89338,3820  ASBURY PL  MOUNTAIN BRK,Jefferson County,AL,352435506
89339,3808  ASBURY PL  MOUNTAIN BRK,Jefferson County,AL,352435506
89340,3805  ASBURY PL  MOUNTAIN BRK,Jefferson County,AL,352435507
89341,3817  ASBURY PL  MOUNTAIN BRK,Jefferson County,AL,352435507
89342,3108  SUNVIEW DR  VESTAVIA,Jefferson County,AL,35243
89343,3928  CYPRESS DR  VESTAVIA,Jefferson County,AL,352435422
89344,3128  SUNVIEW DR  VESTAVIA,Jefferson County,AL,352435432
89345,3134  SUNVIEW DR  VESTAVIA,Jefferson County,AL,352435432
89346,3916  CYPRESS DR  VESTAVIA,Jefferson County,AL,352435422
89347,3916  PINE ST  BIRMINGHAM,Jefferson County,AL,35243
89348,3929  BEARDEN DR  VESTAVIA,Jefferson County,AL,352435407
89349,2804  CAHABA CIR  VESTAVIA,Jefferson County,AL,352435128
89350,2825  CAHABA CIR  VESTAVIA,Jefferson County,AL,352435128
89351,3966  WALL ST  VESTAVIA,Jefferson County,AL,352435122
89352,3951  WESTMINSTER LN  VESTAVIA,Jefferson County,AL,352435130
89353,3947  WESTMINSTER LN  VESTAVIA,Jefferson County,AL,352435130
89354,3961  CROSSHAVEN DR  VESTAVIA,Jefferson County,AL,35243
89355,3216  GREEN VALLEY RD  VESTAVIA,Jefferson County,AL,352435118
89356,3973  WALL ST  VESTAVIA,Jefferson County,AL,352435123
89357,3968  CROSSHAVEN DR  VESTAVIA,Jefferson County,AL,35243
89358,3160  GREEN VALLEY RD  VESTAVIA,Jefferson County,AL,352435237
89359,3138  GREEN VALLEY RD  VESTAVIA,Jefferson County,AL,352435255
89360,3134  AUTUMN CT  VESTAVIA,Jefferson County,AL,35243
89361,3201  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435316
89362,3215  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435316
89363,3225  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435316
89364,3227  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435316
89365,3235  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435316
89366,3239  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435316
89367,3251  OVERTON MANOR DR  VESTAVIA,Jefferson County,AL,352435316
89368,3216  GREENDALE RD  VESTAVIA,Jefferson County,AL,352435328
89369,3208  GREENDALE RD  VESTAVIA,Jefferson County,AL,352435328
89370,3900  DUNBARTON DR  MOUNTAIN BRK,Jefferson County,AL,352232741
89371,2809 N WOODRIDGE RD  MOUNTAIN BRK,Jefferson County,AL,352232743
89372,2922  WESTMORELAND DR  MOUNTAIN BRK,Jefferson County,AL,352232726
89373,2926  WESTMORELAND DR  MOUNTAIN BRK,Jefferson County,AL,352232726
89374,3828  BROOK HOLLOW LN  MOUNTAIN BRK,Jefferson County,AL,352435934
89375,3927  KNOLLWOOD DR  MOUNTAIN BRK,Jefferson County,AL,352435929
89376,3931  KNOLLWOOD DR  MOUNTAIN BRK,Jefferson County,AL,352435929
89377,3808  WHITS END   MOUNTAIN BRK,Jefferson County,AL,352435919
89378,3925  ROYAL OAK DR  MOUNTAIN BRK,Jefferson County,AL,352435931
89379,3928  KNOLLWOOD DR  MOUNTAIN BRK,Jefferson County,AL,352435925
89380,2812  CHEROKEE RD  MOUNTAIN BRK,Jefferson County,AL,352232607
89381,3301  CAHABA RD  MOUNTAIN BROOK,Jefferson County,AL,35223
89382,2740  CHEROKEE DR  MOUNTAIN BRK,Jefferson County,AL,352161008
89383,2768  CHEROKEE RD  MOUNTAIN BRK,Jefferson County,AL,352161040
89384,2769  CHEROKEE RD  MOUNTAIN BRK,Jefferson County,AL,352161038
89385,2735  CHEROKEE RD  MOUNTAIN BRK,Jefferson County,AL,352161038
89386,316  DEVON DR  HOMEWOOD,Jefferson County,AL,352094320
89387,432  DEVON DR  HOMEWOOD,Jefferson County,AL,352094442
89388,436  DEVON DR  HOMEWOOD,Jefferson County,AL,352094442
89389,317  DEVON DR  BIRMINGHAM,Jefferson County,AL,352094319
89390,421  DEVON DR  HOMEWOOD,Jefferson County,AL,352094441
89391,412  WINDSOR DR  BIRMINGHAM,Jefferson County,AL,352094430
89392,426  WINDSOR DR  HOMEWOOD,Jefferson County,AL,352094430
89393,506  WINDSOR DR  HOMEWOOD,Jefferson County,AL,352094432
89394,707  WARWICK RD  HOMEWOOD,Jefferson County,AL,352094427
89395,703  WARWICK RD  BIRMINGHAM,Jefferson County,AL,352094427
89396,610  MANCHESTER LN  BIRMINGHAM,Jefferson County,AL,352094416
89397,427  WINDSOR DR  BIRMINGHAM,Jefferson County,AL,352094446
89398,418  YORKSHIRE DR  HOMEWOOD,Jefferson County,AL,352094447
89399,421  WINDSOR DR  BIRMINGHAM,Jefferson County,AL,352094429
89400,304  YORKSHIRE DR  BIRMINGHAM,Jefferson County,AL,352094310
89401,2032  LANCASTER RD  HOMEWOOD,Jefferson County,AL,352094264
89402,2036  LANCASTER RD  HOMEWOOD,Jefferson County,AL,352094265
89403,3123  LANCASTER CT  BIRMINGHAM,Jefferson County,AL,352094257
89404,3115  LANCASTER CT  BIRMINGHAM,Jefferson County,AL,352094259
89405,1105  HOLLYWOOD MANOR CIR  BIRMINGHAM,Jefferson County,AL,352094208
89406,130  STRATFORD CIR  HOMEWOOD,Jefferson County,AL,352094329
89407,119  DEVON DR  BIRMINGHAM,Jefferson County,AL,352094315
89408,418  NORFOLK LN  BIRMINGHAM,Jefferson County,AL,352094326
89409,414  NORFOLK LN  HOMEWOOD,Jefferson County,AL,352094326
89410,217  DEVON DR  HOMEWOOD,Jefferson County,AL,352094317
89411,313  DEVON DR  HOMEWOOD,Jefferson County,AL,352094319
89412,302  WINDSOR DR  BIRMINGHAM,Jefferson County,AL,352094338
89413,308  WINDSOR DR  BIRMINGHAM,Jefferson County,AL,352094338
89414,310  WINDSOR DR  HOMEWOOD,Jefferson County,AL,352094338
89415,311  WINDSOR DR  BIRMINGHAM,Jefferson County,AL,352094337
89416,301  WINDSOR DR  BIRMINGHAM,Jefferson County,AL,352094337
89417,509  HAMPTON DR  BIRMINGHAM,Jefferson County,AL,352094323
89418,515  HAMPTON DR  HOMEWOOD,Jefferson County,AL,352094323
89419,510  HAMPTON DR  BIRMINGHAM,Jefferson County,AL,352094324
89420,105  YORKSHIRE DR  HOMEWOOD,Jefferson County,AL,352094305
89421,103  YORKSHIRE DR  HOMEWOOD,Jefferson County,AL,352094305
89422,101  YORKSHIRE DR  BIRMINGHAM,Jefferson County,AL,352094305
89423,87  WINDSOR DR  BIRMINGHAM,Jefferson County,AL,352094343
89424,36  EDGEHILL RD  HOMEWOOD,Jefferson County,AL,352094302
89425,40  EDGEHILL RD  HOMEWOOD,Jefferson County,AL,352094302
89426,48  EDGEHILL RD  HOMEWOOD,Jefferson County,AL,352094302
89427,25  EDGEHILL RD  BIRMINGHAM,Jefferson County,AL,352094301
89428,15  EDGEHILL RD  BIRMINGHAM,Jefferson County,AL,352094301
89429,1800  KENSINGTON RD  BIRMINGHAM,Jefferson County,AL,352094006
89430,1810  KENSINGTON RD  HOMEWOOD,Jefferson County,AL,352094006
89431,1814  KENSINGTON RD  BIRMINGHAM,Jefferson County,AL,352094006
89432,1737  WELLINGTON RD  HOMEWOOD,Jefferson County,AL,352094022
89433,1722  SAULTER RD  HOMEWOOD,Jefferson County,AL,352095518
89434,1726  SAULTER RD  BIRMINGHAM,Jefferson County,AL,352095518
89435,1729  KENSINGTON RD  HOMEWOOD,Jefferson County,AL,352094003
89436,1719  KENSINGTON RD  HOMEWOOD,Jefferson County,AL,352094003
89437,1715  KENSINGTON RD  HOMEWOOD,Jefferson County,AL,352094003
89438,303  RIDGE RD  BIRMINGHAM,Jefferson County,AL,352094034
89439,1732  WELLINGTON RD  HOMEWOOD,Jefferson County,AL,352094049
89440,1742  WELLINGTON RD  BIRMINGHAM,Jefferson County,AL,352094049
89441,1746  WELLINGTON RD  HOMEWOOD,Jefferson County,AL,35209
89442,1739  SAULTER RD  HOMEWOOD,Jefferson County,AL,352095517
89443,3404  WAVERLY DR  HOMEWOOD,Jefferson County,AL,352095526
89444,3400  WINDSOR BLVD  BIRMINGHAM,Jefferson County,AL,352095545
89445,1845  SAULTER RD  HOMEWOOD,Jefferson County,AL,352095519
89446,1825  SAULTER RD  HOMEWOOD,Jefferson County,AL,352095519
89447,3401  WAVERLY DR  BIRMINGHAM,Jefferson County,AL,352095552
89448,1805  SAULTER RD  HOMEWOOD,Jefferson County,AL,352095519
89449,1830  WINDSOR BLVD  HOMEWOOD,Jefferson County,AL,352095546
89450,1844  WINDSOR BLVD  HOMEWOOD,Jefferson County,AL,352095546
89451,1913  SAULTER RD  BIRMINGHAM,Jefferson County,AL,352095521
89452,1905  SAULTER RD  HOMEWOOD,Jefferson County,AL,352095521
89453,1853  WINDSOR BLVD  HOMEWOOD,Jefferson County,AL,352095542
89454,1847  WINDSOR BLVD  BIRMINGHAM,Jefferson County,AL,352095542
89455,1845  WINDSOR BLVD  BIRMINGHAM,Jefferson County,AL,352095542
89456,404  WOODLAND VLG  VESTAVIA HILLS,Jefferson County,AL,352161121
89457,505  WOODLAND VLG  VESTAVIA HILLS,Jefferson County,AL,352161114
89458,508  WOODLAND VLG  VESTAVIA HILLS,Jefferson County,AL,352161114
89459,807  WOODLAND VLG  VESTAVIA HILLS,Jefferson County,AL,352161120
89460,1105  WOODLAND VLG  VESTAVIA HILLS,Jefferson County,AL,352161126
89461,1203  WOODLAND VLG  VESTAVIA HILLS,Jefferson County,AL,352161150
89462,1205  WOODLAND VLG  VESTAVIA HILLS,Jefferson County,AL,352161150
89463,1307  WOODLAND VLG  VESTAVIA HILLS,Jefferson County,AL,352161130
89464,2113  VESTAVIA DR  VESTAVIA,Jefferson County,AL,352161551
89465,2105  VESTAVIA DR  VESTAVIA,Jefferson County,AL,352161551
89466,2112  SHADES CREST RD  VESTAVIA HILLS,Jefferson County,AL,352161534
89467,2308  SHADES CREST RD  VESTAVIA HILLS,Jefferson County,AL,352161318
