,street,county,state,zip
69366,1321  RED ROCK CIR  PLEASANT GROVE,Jefferson County,AL,351273527
69367,1305  RED ROCK CIR  PLEASANT GROVE,Jefferson County,AL,351273527
69368,1301  RED ROCK CIR  PLEASANT GROVE,Jefferson County,AL,351273527
69369,1316  RED ROCK CIR  PLEASANT GROVE,Jefferson County,AL,351273526
69370,1324  RED ROCK CIR  PLEASANT GROVE,Jefferson County,AL,351273526
69371,1332  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273531
69372,4205  ROLLING RIDGE WAY  PLEASANT GROVE,Jefferson County,AL,351273524
69373,1428  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273530
69374,1420  SMITHFIELD FOREST CIR  PLEASANT GROVE,Jefferson County,AL,351273505
69375,1320  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273531
69376,1300  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273531
69377,1333  ROLLING RIDGE CIR  PLEASANT GROVE,Jefferson County,AL,351273532
69378,1409  SMITHFIELD FOREST CIR  PLEASANT GROVE,Jefferson County,AL,351273505
69379,1446  5TH AVE  PLEASANT GROVE,Jefferson County,AL,351272631
69380,512 W SMITHFIELD CIR  DOLOMITE,Jefferson County,AL,35061
69381,1015  FOREST RD  PLEASANT GROVE,Jefferson County,AL,351273510
69382,830  NAVY DR  HUEYTOWN,Jefferson County,AL,350231227
69383,637  MCPHEARSON LN  HUEYTOWN,Jefferson County,AL,350231244
69384,787  FOREST RD  PLEASANT GROVE,Jefferson County,AL,351273507
69385,783  FOREST RD  PLEASANT GROVE,Jefferson County,AL,351273507
69386,724  COALFIRE AVE  BESSEMER,Jefferson County,AL,350231208
69387,1314  13TH CT  PLEASANT GROVE,Jefferson County,AL,351272400
69388,1327  13TH ST  PLEASANT GROVE,Jefferson County,AL,351272450
69389,1206  13TH CT  PLEASANT GROVE,Jefferson County,AL,351272418
69390,1308  13TH TER  PLEASANT GROVE,Jefferson County,AL,35127
69391,1313  13TH WAY  PLEASANT GROVE,Jefferson County,AL,351272447
69392,1408  14TH ST  PLEASANT GROVE,Jefferson County,AL,351272455
69393,1412  14TH ST  PLEASANT GROVE,Jefferson County,AL,351272455
69394,1430  13TH AVE  PLEASANT GROVE,Jefferson County,AL,351272507
69395,1303  14TH PL  PLEASANT GROVE,Jefferson County,AL,351272517
69396,1311  13TH TERRACE CIR  PLEASANT GROVE,Jefferson County,AL,351272440
69397,1319  13TH TERRACE CIR  PLEASANT GROVE,Jefferson County,AL,351272440
69398,1309  14TH PLACE CIR  PLEASANT GROVE,Jefferson County,AL,351272550
69399,1300  14TH PLACE CIR  PLEASANT GROVE,Jefferson County,AL,351272501
69400,1413  13TH TER  PLEASANT GROVE,Jefferson County,AL,351272516
69401,1420  14TH AVE  PLEASANT GROVE,Jefferson County,AL,351272420
69402,1421  14TH AVE  PLEASANT GROVE,Jefferson County,AL,351272421
69403,1421  14TH ST  PLEASANT GROVE,Jefferson County,AL,351272413
69404,1245  13TH ST  PLEASANT GROVE,Jefferson County,AL,351272443
69405,1313  13TH AVE  PLEASANT GROVE,Jefferson County,AL,351272411
69406,1318  13TH AVE  PLEASANT GROVE,Jefferson County,AL,351272419
69407,1319  13TH ST  PLEASANT GROVE,Jefferson County,AL,351272449
69408,1305  13TH TER  PLEASANT GROVE,Jefferson County,AL,351272441
69409,1504  12TH TER  PLEASANT GROVE,Jefferson County,AL,351272519
69410,1612  12TH TER  PLEASANT GROVE,Jefferson County,AL,35127
69411,1713  12TH CT  PLEASANT GROVE,Jefferson County,AL,35127
69412,1692  12TH TER  PLEASANT GROVE,Jefferson County,AL,35127
69413,115  JOHNSON DR  HUEYTOWN,Jefferson County,AL,350231541
69414,288  EASTWOOD AVE  HUEYTOWN,Jefferson County,AL,350231525
69415,1426  HUEYTOWN RD  BESSEMER,Jefferson County,AL,350232057
69416,106  JONES AVE  HUEYTOWN,Jefferson County,AL,350232132
69417,114  JONES AVE  HUEYTOWN,Jefferson County,AL,350232137
69418,1464  HUEYTOWN RD  BESSEMER,Jefferson County,AL,350232059
69419,1458  HUEYTOWN RD  HUEYTOWN,Jefferson County,AL,350232059
69420,715 N PARKELL AVE  BESSEMER,Jefferson County,AL,350232112
69421,119 E JONES CT  HUEYTOWN,Jefferson County,AL,350232133
69422,115 E JONES CT  HUEYTOWN,Jefferson County,AL,350232133
69423,145 E CREST RD  BESSEMER,Jefferson County,AL,350231624
69424,153 E CREST RD  HUEYTOWN,Jefferson County,AL,350231624
69425,3096 ,Jefferson County,AL,350232233
69426,123  HUEY LN  BESSEMER,Jefferson County,AL,350231604
69427,125  HUEY LN  BESSEMER,Jefferson County,AL,350231604
69428,136 E CREST RD  HUEYTOWN,Jefferson County,AL,350231625
69429,102  STADIUM AVE  HUEYTOWN,Jefferson County,AL,350231606
69430,108  STADIUM AVE  BESSEMER,Jefferson County,AL,350231606
69431,3134 ,Jefferson County,AL,350231672
69432,3126 ,Jefferson County,AL,350231639
69433,150 E CREST RD  HUEYTOWN,Jefferson County,AL,350231625
69434,110  FAIR ST  BESSEMER,Jefferson County,AL,350231602
69435,3131 ,Jefferson County,AL,350231644
69436,3095 ,Jefferson County,AL,350232261
69437,3097 ,Jefferson County,AL,350232261
69438,112  WICKSTEAD RD  BESSEMER,Jefferson County,AL,350232257
69439,111  SPRINGDALE AVE  BESSEMER,Jefferson County,AL,350232152
69440,101  PARK DR  HUEYTOWN,Jefferson County,AL,350232244
69441,108  OAK AVE  HUEYTOWN,Jefferson County,AL,350232143
69442,313  KNIGHT AVE  BESSEMER,Jefferson County,AL,350231734
69443,426  FOREST RD  HUEYTOWN,Jefferson County,AL,350231678
69444,705  WYNN AVE  HUEYTOWN,Jefferson County,AL,350231116
69445,1009 W HARLEM AVE  HUEYTOWN,Jefferson County,AL,350231112
69446,245  KNIGHT AVE  BESSEMER,Jefferson County,AL,35023
69447,113  KNIGHT AVE  HUEYTOWN,Jefferson County,AL,350231730
69448,101  KNIGHT AVE  BESSEMER,Jefferson County,AL,35023
69449,111  MCNEAR ST  BESSEMER,Jefferson County,AL,35023
69450,119  VANN ST  HUEYTOWN,Jefferson County,AL,350231607
69451,271  FOREST RD  BESSEMER,Jefferson County,AL,350231615
69452,269  FOREST RD  BESSEMER,Jefferson County,AL,350231615
69453,833  OVERLOOK CIR  HUEYTOWN,Jefferson County,AL,350231619
69454,812  OVERLOOK CIR  HUEYTOWN,Jefferson County,AL,350231620
69455,292  FOREST RD  BESSEMER,Jefferson County,AL,350231656
69456,286  FOREST RD  BESSEMER,Jefferson County,AL,350231656
69457,104  KNIGHT AVE  BESSEMER,Jefferson County,AL,350231731
69458,121  WICKSTEAD RD  BESSEMER,Jefferson County,AL,350232256
69459,165  HARDY RD  BESSEMER,Jefferson County,AL,350231816
69460,133  HARDY RD  BESSEMER,Jefferson County,AL,350231816
69461,203  MABELON CT  BESSEMER,Jefferson County,AL,350231703
69462,213  NEWPORT DR  HUEYTOWN,Jefferson County,AL,350231801
69463,130  HARDY RD  BESSEMER,Jefferson County,AL,350231817
69464,106  HARDY RD  BESSEMER,Jefferson County,AL,350231817
69465,152  HARDY RD  BESSEMER,Jefferson County,AL,35023
69466,151  HARDY RD  HUEYTOWN,Jefferson County,AL,350231816
69467,109  MABELON DR  HUEYTOWN,Jefferson County,AL,350232312
69468,2941 ,Jefferson County,AL,350231857
69469,1981  TOWNHOUSE LN  HUEYTOWN,Jefferson County,AL,350232379
69470,1977  TOWNHOUSE LN  HUEYTOWN,Jefferson County,AL,350232376
69471,5823  SOUTHWOOD PKWY  BESSEMER,Jefferson County,AL,350225673
69472,5827  SOUTHWOOD PKWY  BESSEMER,Jefferson County,AL,350225673
69473,5861  SOUTHWOOD PKWY  BESSEMER,Jefferson County,AL,350225673
69474,5869  SOUTHWOOD PKWY  BESSEMER,Jefferson County,AL,350225673
69475,5905  SOUTHWOOD PKWY  BESSEMER,Jefferson County,AL,350225674
69476,5922  SOUTHWOOD PKWY  BESSEMER,Jefferson County,AL,350225674
69477,2825  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225694
69478,2823  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225694
69479,2821  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225694
69480,2789  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225692
69481,2781  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225692
69482,2768  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225692
69483,2776  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225692
69484,2782  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225692
69485,2784  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225692
69486,2806  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225693
69487,2810  SOUTHWOOD LN  BESSEMER,Jefferson County,AL,350225693
69488,2825  SOUTHWOOD VW  BESSEMER,Jefferson County,AL,350225697
69489,2807  SOUTHWOOD VW  BESSEMER,Jefferson County,AL,350225697
69490,2786  SOUTHWOOD VW  BESSEMER,Jefferson County,AL,350225695
69491,2812  SOUTHWOOD VW  BESSEMER,Jefferson County,AL,350225696
69492,2341  WOODHIGHLANDS DR  HOOVER,Jefferson County,AL,352448274
69493,2426  SOUTHWOOD TRCE  HOOVER,Jefferson County,AL,352448289
69494,2417  SOUTHWOOD TRCE  HOOVER,Jefferson County,AL,352448291
69495,2431  SOUTHWOOD TRCE  HOOVER,Jefferson County,AL,352448291
69496,2455  SOUTHWOOD TRCE  HOOVER,Jefferson County,AL,352448291
69497,2105  WOODS TRCE  HOOVER,Jefferson County,AL,352448270
69498,2414  MONTE VISTA DR  VESTAVIA HILLS,Jefferson County,AL,352164104
69499,2429  FRESNO DR  VESTAVIA HILLS,Jefferson County,AL,352164101
69500,2140  MONTREAT DR  VESTAVIA HILLS,Jefferson County,AL,352164004
69501,2156  MONTREAT DR  VESTAVIA HILLS,Jefferson County,AL,352164004
69502,2164  MONTREAT DR  VESTAVIA HILLS,Jefferson County,AL,352164004
69503,2180  MONTREAT DR  VESTAVIA HILLS,Jefferson County,AL,352164004
69504,2001  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163980
69505,2006  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163908
69506,2007  MONTREAT WAY  VESTAVIA HILLS,Jefferson County,AL,352164046
69507,2010  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163981
69508,2013  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163978
69509,2018  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163983
69510,2018  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163983
69511,2026  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163908
69512,2029  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163986
69513,2030  MONTREAT CIR  VESTAVIA HILLS,Jefferson County,AL,352163951
69514,2033  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163985
69515,2040  MONTREAT CIR  VESTAVIA HILLS,Jefferson County,AL,352163969
69516,2041  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163992
69517,2042  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163987
69518,2048  MONTREAT CIR  VESTAVIA HILLS,Jefferson County,AL,352163965
69519,2052  MONTREAT CIR  VESTAVIA HILLS,Jefferson County,AL,352163902
69520,2053  MONTREAT CIR  VESTAVIA HILLS,Jefferson County,AL,352163975
69521,2054  MONTREAT CIR  VESTAVIA HILLS,Jefferson County,AL,352163902
69522,2054  MONTREAT PKWY  VESTAVIA HILLS,Jefferson County,AL,352163990
69523,2060  MONTREAT DR  VESTAVIA HILLS,Jefferson County,AL,352164065
69524,2060  MONTREAT DR  VESTAVIA HILLS,Jefferson County,AL,352164065
69525,2621  TYLER RD  VESTAVIA,Jefferson County,AL,352263801
69526,2717  HACKBERRY RD  VESTAVIA,Jefferson County,AL,352263913
69527,2741  TYLER RD  BIRMINGHAM,Jefferson County,AL,35226
69528,816  VESTAVIA VILLA CT  VESTAVIA,Jefferson County,AL,352264011
69529,845  VESTAVIA VILLA CT  VESTAVIA,Jefferson County,AL,352264018
69530,845  VESTAVIA VILLA CT  VESTAVIA,Jefferson County,AL,352264018
69531,855  VESTAVIA VILLA CT  VESTAVIA,Jefferson County,AL,352264020
69532,3017  COLUMBIANA RD  VESTAVIA HILLS,Jefferson County,AL,352163506
69533,1514  MONTGOMERY HWY  VESTAVIA HILLS,Jefferson County,AL,35216
69534,1482  MONTGOMERY HWY  VESTAVIA HILLS,Jefferson County,AL,352163607
69535,1535  MONTGOMERY HWY  VESTAVIA HILLS,Jefferson County,AL,352164527
69536,3076  WHISPERING PINES CIR  HOOVER,Jefferson County,AL,352263428
69537,3060  WHISPERING PINES CIR  HOOVER,Jefferson County,AL,352263428
69538,3056  WHISPERING PINES CIR  HOOVER,Jefferson County,AL,352263428
69539,3052  WHISPERING PINES CIR  HOOVER,Jefferson County,AL,352263428
69540,3004  WHISPERING PINES CIR  HOOVER,Jefferson County,AL,352263428
69541,3005  WHISPERING PINES CIR  HOOVER,Jefferson County,AL,352263427
69542,3009  WHISPERING PINES CIR  HOOVER,Jefferson County,AL,352263427
69543,1905  HELEN CIR  HOOVER,Jefferson County,AL,352263425
69544,1933  DEO DARA DR  HOOVER,Jefferson County,AL,352263438
69545,3144  OLD COLUMBIANA RD  HOOVER,Jefferson County,AL,352263709
69546,1917  DEO DARA DR  HOOVER,Jefferson County,AL,352263439
69547,1909  DEO DARA DR  HOOVER,Jefferson County,AL,352263423
69548,3112  WHISPERING PINES CIR  HOOVER,Jefferson County,AL,352263430
69549,2431  MONTE VISTA DR  VESTAVIA HILLS,Jefferson County,AL,352164103
69550,2427  MONTE VISTA DR  VESTAVIA HILLS,Jefferson County,AL,352164103
69551,2861  WISTERIA DR  VESTAVIA HILLS,Jefferson County,AL,352164611
69552,948  MOUNTAIN BRANCH DR  VESTAVIA,Jefferson County,AL,352261810
69553,960  MOUNTAIN BRANCH DR  VESTAVIA,Jefferson County,AL,352261810
69554,817  MOUNTAIN BRANCH LN  VESTAVIA,Jefferson County,AL,352261841
69555,925  MOUNTAIN BRANCH CIR  VESTAVIA,Jefferson County,AL,352261805
69556,835  MOUNTAIN BRANCH LN  VESTAVIA,Jefferson County,AL,352261833
69557,2401  TYLER RD  VESTAVIA,Jefferson County,AL,352262826
69558,810  LINBARD LN  VESTAVIA,Jefferson County,AL,352262814
69559,812  LINBARD LN  VESTAVIA,Jefferson County,AL,352262814
69560,838  LINBARD LN  VESTAVIA,Jefferson County,AL,352262814
69561,839  LINBARD LN  VESTAVIA,Jefferson County,AL,352262813
69562,833  LINBARD LN  VESTAVIA,Jefferson County,AL,352262813
69563,823  LINBARD LN  VESTAVIA,Jefferson County,AL,352262813
69564,813  LINBARD LN  VESTAVIA,Jefferson County,AL,352262813
69565,815  LINBARD LN  VESTAVIA,Jefferson County,AL,352262813
69566,809  LINBARD LN  VESTAVIA,Jefferson County,AL,352262813
69567,920  VIRIDIAN WAY  BIRMINGHAM,Jefferson County,AL,352262810
69568,969  VIRIDIAN WAY  VESTAVIA,Jefferson County,AL,352262810
69569,979  COBBLE CREEK DR  HOOVER,Jefferson County,AL,352262867
69570,803  LINBARD LN  VESTAVIA,Jefferson County,AL,352262813
69571,815  BYRON WAY  HOOVER,Jefferson County,AL,352262429
69572,823  BYRON WAY  HOOVER,Jefferson County,AL,352262429
69573,831  BYRON WAY  HOOVER,Jefferson County,AL,352262429
69574,822  BYRON WAY  HOOVER,Jefferson County,AL,352262429
69575,725  GARY MAC DR  VESTAVIA,Jefferson County,AL,352262464
69576,716  DONNA DR  VESTAVIA,Jefferson County,AL,352262838
69577,724  DONNA DR  VESTAVIA,Jefferson County,AL,352262838
69578,2505  PLANTATION POINT LN  VESTAVIA,Jefferson County,AL,352262856
69579,2613  PLANTATION COVE CIR  VESTAVIA,Jefferson County,AL,352262861
69580,741  MOORE DR  VESTAVIA,Jefferson County,AL,352262815
69581,2608  ONEAL CIR  HOOVER,Jefferson County,AL,352262334
69582,2595  FOOTHILLS DR  HOOVER,Jefferson County,AL,352262355
69583,506  CREEKVIEW CIR  HOOVER,Jefferson County,AL,352263418
69584,519  CREEKVIEW CIR  HOOVER,Jefferson County,AL,352263417
69585,553  BENBOW DR  VESTAVIA,Jefferson County,AL,352262834
69586,2705  PADEN TRL  VESTAVIA,Jefferson County,AL,352262851
69587,2726  PADEN TRL  VESTAVIA,Jefferson County,AL,352262850
69588,2641  PADEN PL  VESTAVIA,Jefferson County,AL,352262839
69589,2643  PADEN PL  VESTAVIA,Jefferson County,AL,352262839
69590,701  SUSSEX DR  VESTAVIA,Jefferson County,AL,352262824
69591,2652  PADEN PL  VESTAVIA,Jefferson County,AL,352262823
69592,2648  PADEN PL  VESTAVIA,Jefferson County,AL,352262823
69593,625  PADEN DR  VESTAVIA,Jefferson County,AL,352262819
69594,2668  CREEKVIEW DR  HOOVER,Jefferson County,AL,352263420
69595,521  MCPHEARSON LN  HUEYTOWN,Jefferson County,AL,350231223
69596,400  HARLEM AVE  BESSEMER,Jefferson County,AL,350231723
69597,308  CARVER AVE  BESSEMER,Jefferson County,AL,350231709
69598,305  CARVER AVE  BESSEMER,Jefferson County,AL,350231758
69599,608  YELLOWBIRD LN  HUEYTOWN,Jefferson County,AL,350231118
69600,1056  CARDINAL CIR  BESSEMER,Jefferson County,AL,350231103
69601,1044 W HARLEM AVE  BESSEMER,Jefferson County,AL,350231136
69602,1047 W HARLEM AVE  HUEYTOWN,Jefferson County,AL,350231134
69603,613  YELLOWBIRD LN  BESSEMER,Jefferson County,AL,350231101
69604,427  PATTERSON AVE  BESSEMER,Jefferson County,AL,350231142
69605,1008  BROAD ST  BESSEMER,Jefferson County,AL,350231131
69606,1973  TOWNHOUSE LN  HUEYTOWN,Jefferson County,AL,350232376
69607,3543  COMMISSARY ST  DOLOMITE,Jefferson County,AL,350611152
69608,1548  WASHINGTON ST  DOLOMITE,Jefferson County,AL,350611234
69609,1547  CARVER ST  DOLOMITE,Jefferson County,AL,350611200
69610,1626  EDWARDS ST  DOLOMITE,Jefferson County,AL,350611033
69611,1663  PLEASANT GROVE RD  DOLOMITE,Jefferson County,AL,350611132
69612,1604  WASHINGTON ST  DOLOMITE,Jefferson County,AL,35061
69613,3537  CHURCH ST  DOLOMITE,Jefferson County,AL,350611134
69614,1635  TIN MILL RD  DOLOMITE,Jefferson County,AL,350611103
69615,3656  SOUTH ST  DOLOMITE,Jefferson County,AL,350611149
69616,1739  PLEASANT GROVE RD  DOLOMITE,Jefferson County,AL,350611161
69617,1730  PLEASANT GROVE RD  DOLOMITE,Jefferson County,AL,350611160
69618,1671  2ND AVE S DOLOMITE,Jefferson County,AL,350611140
69619,1660  2ND AVE S DOLOMITE,Jefferson County,AL,350611140
69620,1718  4TH AVE S DOLOMITE,Jefferson County,AL,35061
69621,1673  TIN MILL RD  DOLOMITE,Jefferson County,AL,35061
69622,1728  3RD AVE S DOLOMITE,Jefferson County,AL,35061
69623,590 ,Jefferson County,AL,350611146
69624,1502  HARRISON RD  DOLOMITE,Jefferson County,AL,350611026
69625,3775  GILLISPIE RD  DOLOMITE,Jefferson County,AL,350611052
69626,238  CROSSWAY DR  BESSEMER,Jefferson County,AL,350231841
69627,229  CROSSWAY DR  BESSEMER,Jefferson County,AL,350231810
69628,233  CROSSWAY DR  HUEYTOWN,Jefferson County,AL,350231810
69629,209  CEDAR CIR  BESSEMER,Jefferson County,AL,350231809
69630,907  GARYWOOD PL  HUEYTOWN,Jefferson County,AL,350231814
69631,931  GARYWOOD PL  BESSEMER,Jefferson County,AL,350231852
69632,207  BROWN PL  BESSEMER,Jefferson County,AL,350231803
69633,106  CYPRESS ST  BESSEMER,Jefferson County,AL,350231813
69634,118  PINE ST  HUEYTOWN,Jefferson County,AL,350231823
69635,305  NEWTON DR  MIDFIELD,Jefferson County,AL,352282009
69636,414  SWANN DR  MIDFIELD,Jefferson County,AL,352282026
69637,601  FAIRFIELD BLVD  MIDFIELD,Jefferson County,AL,352281914
69638,607  FAIRFIELD BLVD  MIDFIELD,Jefferson County,AL,352281914
69639,811  NEWTON DR  BIRMINGHAM,Jefferson County,AL,352281924
69640,801  RUTLEDGE DR  MIDFIELD,Jefferson County,AL,352282549
69641,802  RUTLEDGE DR  MIDFIELD,Jefferson County,AL,352282548
69642,531  SWANN DR  MIDFIELD,Jefferson County,AL,352282027
69643,803  SWANN DR  MIDFIELD,Jefferson County,AL,352281931
69644,311  SWANN DR  MIDFIELD,Jefferson County,AL,352282023
69645,920  RUTLEDGE DR  MIDFIELD,Jefferson County,AL,352282539
69646,500  12TH ST  MIDFIELD,Jefferson County,AL,352282421
69647,610  11TH AVE  MIDFIELD,Jefferson County,AL,35228
69648,915  5TH AVE  MIDFIELD,Jefferson County,AL,352282507
69649,1012  6TH AVE  MIDFIELD,Jefferson County,AL,352282516
69650,904  6TH AVE  BIRMINGHAM,Jefferson County,AL,352282514
69651,900  6TH AVE  MIDFIELD,Jefferson County,AL,352282514
69652,912  7TH AVE  MIDFIELD,Jefferson County,AL,352282839
69653,911  7TH AVE  MIDFIELD,Jefferson County,AL,352282838
69654,911  8TH AVE  MIDFIELD,Jefferson County,AL,352282803
69655,913  8TH AVE  MIDFIELD,Jefferson County,AL,352282803
69656,1115  9TH AVE  MIDFIELD,Jefferson County,AL,352282818
69657,1121  9TH AVE  MIDFIELD,Jefferson County,AL,352282818
69658,1102  12TH AVE  MIDFIELD,Jefferson County,AL,352283123
69659,1232  12TH AVE  MIDFIELD,Jefferson County,AL,35228
69660,1007  12TH ST  MIDFIELD,Jefferson County,AL,352282401
69661,919  13TH ST  MIDFIELD,Jefferson County,AL,352282432
69662,915  13TH ST  MIDFIELD,Jefferson County,AL,352282432
69663,506  9TH AVE  MIDFIELD,Jefferson County,AL,352282923
69664,1000  HILLANDALE DR  FAIRFIELD,Jefferson County,AL,350641526
69665,1025  RUTLEDGE WAY  FAIRFIELD,Jefferson County,AL,350641552
69666,1114  GLEN OAK DR  FAIRFIELD,Jefferson County,AL,350641514
69667,502  10TH AVE  MIDFIELD,Jefferson County,AL,352282931
69668,1005  8TH ST  MIDFIELD,Jefferson County,AL,352282845
69669,1011  7TH ST  MIDFIELD,Jefferson County,AL,352282802
69670,304  11TH AVE  MIDFIELD,Jefferson County,AL,352282935
69671,505  10TH AVE  MIDFIELD,Jefferson County,AL,352282930
69672,511  11TH AVE  BIRMINGHAM,Jefferson County,AL,352282938
69673,300  12TH AVE  MIDFIELD,Jefferson County,AL,352283160
69674,607  11TH AVE  MIDFIELD,Jefferson County,AL,352282842
69675,811  11TH AVE  MIDFIELD,Jefferson County,AL,352282832
69676,201  12TH AVE  MIDFIELD,Jefferson County,AL,352283144
69677,505  12TH AVE  MIDFIELD,Jefferson County,AL,352283149
69678,507  12TH AVE  MIDFIELD,Jefferson County,AL,352283149
