speed,down_up,price,name,type,address,success
1000 Mbps,Download,59.99,Breezeline,GigaFast,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Upload,59.99,Breezeline,GigaFast,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
400 Mbps,Download,39.99,Breezeline,UltraFast,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Upload,39.99,Breezeline,UltraFast,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
200 Mbps,Download,19.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
200 Mbps,Download,69.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,25,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,29.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,39.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,39.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,39.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,39.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,39.99,Breezeline,Fast,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
10 Mbps,Upload,39.99,Breezeline,Fast,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,47.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,57.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,69.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,99,Skypacket,CBRS LTE PREMIER PLAN,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
10 Mbps,Upload,99,Skypacket,CBRS LTE PREMIER PLAN,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,149.99,Viasat Internet,Unlimited Platinum 100,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
100 Mbps,Download,169.99,Viasat Internet,Unlimited Platinum 100,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,19.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,19.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,25,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,29.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,29.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,34.99,Breezeline,Basic,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
2 Mbps,Upload,34.99,Breezeline,Basic,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,39.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,39.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,39.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,47.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,59.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,59.99,Windstream,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,75,Susquehanna Broadband,ENHANCED,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
5 Mbps,Upload,75,Susquehanna Broadband,ENHANCED,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,79,Skypacket,CBRS LTE DELUXE PLAN,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
10 Mbps,Upload,79,Skypacket,CBRS LTE DELUXE PLAN,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,99.99,Viasat Internet,Unlimited Gold 50,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,99.99,Viasat Internet,Unlimited Gold 50,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,119.99,Viasat Internet,Unlimited Gold 50,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
50 Mbps,Download,149.99,Viasat Internet,Unlimited Platinum 50,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
30 Mbps,Download,99.99,Viasat Internet,Unlimited Gold 30,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
30 Mbps,Download,149.99,Viasat Internet,Unlimited Platinum 30,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
25 Mbps,Download,39.99,HughesNet,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
3 Mbps,Upload,39.99,HughesNet,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
25 Mbps,Download,44.99,HughesNet,Internet Only,"Camp Laurel Road, Union County, Pennsylvania, 17835, United States",True
