,street,county,state,zip
19858,1173  RED OAK CIR  FAIRFIELD,Jefferson County,AL,350641048
19859,1004  HIGHLAND DR  FAIRFIELD,Jefferson County,AL,350641566
19860,1036  HIGHLAND CIR  FAIRFIELD,Jefferson County,AL,350641524
19861,1104  HIGHLAND DR  FAIRFIELD,Jefferson County,AL,350641527
19862,1108  HIGHLAND DR  FAIRFIELD,Jefferson County,AL,350641527
19863,412  GLEN FAIR DR  FAIRFIELD,Jefferson County,AL,350642802
19864,400  LIVE OAK CIR  FAIRFIELD,Jefferson County,AL,350642820
19865,1200  HIGHLAND DR  FAIRFIELD,Jefferson County,AL,350641617
19866,1208  HIGHLAND DR  FAIRFIELD,Jefferson County,AL,350641617
19867,608  ROBERSON RD  FAIRFIELD,Jefferson County,AL,350641637
19868,1205  HIGHLAND DR  FAIRFIELD,Jefferson County,AL,350641618
19869,820  FAIRFAX DR  FAIRFIELD,Jefferson County,AL,350641605
19870,824  FAIRFAX DR  FAIRFIELD,Jefferson County,AL,350641605
19871,832  FAIRFAX DR  FAIRFIELD,Jefferson County,AL,350641605
19872,813  4TH AVE  FAIRFIELD,Jefferson County,AL,350641601
19873,813  GLEN RIDGE DR  FAIRFIELD,Jefferson County,AL,350641521
19874,825  GLEN RIDGE DR  FAIRFIELD,Jefferson County,AL,350641521
19875,835  GLEN RIDGE DR  FAIRFIELD,Jefferson County,AL,350641521
19876,613  GLEN CREST DR  FAIRFIELD,Jefferson County,AL,350641503
19877,813  PARK AVE  FAIRFIELD,Jefferson County,AL,350641545
19878,845  PARK AVE  FAIRFIELD,Jefferson County,AL,350641546
19879,620  GLEN CREST DR  FAIRFIELD,Jefferson County,AL,350641502
19880,800  PARK AVE  FAIRFIELD,Jefferson County,AL,350641544
19881,813  WESTFIELD DR  FAIRFIELD,Jefferson County,AL,350641561
19882,845  WESTFIELD DR  FAIRFIELD,Jefferson County,AL,350641561
19883,961  WESTFIELD DR  FAIRFIELD,Jefferson County,AL,350641563
19884,850  PARK AVE  FAIRFIELD,Jefferson County,AL,350641567
19885,901  OAKVIEW CIR  FAIRFIELD,Jefferson County,AL,350641540
19886,913  OAKVIEW CIR  FAIRFIELD,Jefferson County,AL,350641540
19887,848  WESTFIELD DR  FAIRFIELD,Jefferson County,AL,350641560
19888,828  WESTFIELD DR  FAIRFIELD,Jefferson County,AL,350641560
19889,1217  RUTLEDGE DR  MIDFIELD,Jefferson County,AL,352282932
19890,936  WESTFIELD DR  FAIRFIELD,Jefferson County,AL,350641562
19891,1117  RUTLEDGE DR  MIDFIELD,Jefferson County,AL,35228
19892,1030  WOODWARD RD  MIDFIELD,Jefferson County,AL,352282950
19893,1000  WOODWARD RD  MIDFIELD,Jefferson County,AL,352282949
19894,1002  WOODWARD RD  MIDFIELD,Jefferson County,AL,352282949
19895,723  OWEN AVE  MIDFIELD,Jefferson County,AL,352282615
19896,821  WOODWARD RD  MIDFIELD,Jefferson County,AL,352282626
19897,709  WOODWARD RD  BIRMINGHAM,Jefferson County,AL,352282624
19898,701  WOODWARD RD  MIDFIELD,Jefferson County,AL,352282624
19899,808  WOODWARD RD  MIDFIELD,Jefferson County,AL,352282627
19900,650  BESSEMER SUPER HWY  MIDFIELD,Jefferson County,AL,352283004
19901,641  BESSEMER SUPER HWY  MIDFIELD,Jefferson County,AL,35228
19902,220  NAIL ST  MIDFIELD,Jefferson County,AL,352282943
19903,206  HIGHWAY AVE  MIDFIELD,Jefferson County,AL,352283005
19904,200  HIGHWAY AVE  MIDFIELD,Jefferson County,AL,352283005
19905,1248  RAYFIELD DR  BIRMINGHAM,Jefferson County,AL,352282330
19906,1300  RAYFIELD DR  BIRMINGHAM,Jefferson County,AL,352282332
19907,408  MIDWAY ST  MIDFIELD,Jefferson County,AL,352282324
19908,1361  WOODWARD RD  BIRMINGHAM,Jefferson County,AL,352281723
19909,1376  CREEL CT  BIRMINGHAM,Jefferson County,AL,352282314
19910,1364  CREEL ST  BIRMINGHAM,Jefferson County,AL,35228
19911,1384  WOODWARD RD  BIRMINGHAM,Jefferson County,AL,352281731
19912,1368  WOODWARD RD  BIRMINGHAM,Jefferson County,AL,352281731
19913,316  MIDWOOD AVE  MIDFIELD,Jefferson County,AL,352281717
19914,312  MIDWOOD AVE  BIRMINGHAM,Jefferson County,AL,352281717
19915,1405  WOODWARD RD  BIRMINGHAM,Jefferson County,AL,352281725
19916,1417  WOODWARD RD  BIRMINGHAM,Jefferson County,AL,352281725
19917,1412  RAYFIELD DR  BIRMINGHAM,Jefferson County,AL,352282338
19918,1400  RAYFIELD DR  MIDFIELD,Jefferson County,AL,352282338
19919,1245  RAYFIELD DR  BIRMINGHAM,Jefferson County,AL,352282329
19920,1220  DANIEL DR  BIRMINGHAM,Jefferson County,AL,352282320
19921,533  MIDWAY ST  BIRMINGHAM,Jefferson County,AL,352282343
19922,533  LOVELIN ST  MIDFIELD,Jefferson County,AL,352282321
19923,1456  CREEL ST  BIRMINGHAM,Jefferson County,AL,352282312
19924,517  HENSON ST  MIDFIELD,Jefferson County,AL,352282303
19925,4708  JEFFERSON AVE SW BIRMINGHAM,Jefferson County,AL,352211827
19926,4716  PARK AVE SW BIRMINGHAM,Jefferson County,AL,352211839
19927,4608  PARK AVE SW BIRMINGHAM,Jefferson County,AL,352211837
19928,4525  PARK AVE SW BIRMINGHAM,Jefferson County,AL,352211834
19929,4537  PARK AVE SW BIRMINGHAM,Jefferson County,AL,352211834
19930,4548  GRASSELLI BLVD SW BIRMINGHAM,Jefferson County,AL,352211812
19931,4905  HILLMAN DR SW BIRMINGHAM,Jefferson County,AL,352211819
19932,4925  HILLMAN DR SW BIRMINGHAM,Jefferson County,AL,35221
19933,4557  GRASSELLI BLVD SW BIRMINGHAM,Jefferson County,AL,352211846
19934,4656  GRASSELLI BLVD SW BIRMINGHAM,Jefferson County,AL,352211814
19935,4924  PARK AVE SW BIRMINGHAM,Jefferson County,AL,35221
19936,4321  50TH ST SW BIRMINGHAM,Jefferson County,AL,35221
19937,4624  CARVER AVE SW BIRMINGHAM,Jefferson County,AL,352212120
19938,4752  CARVER AVE SW BIRMINGHAM,Jefferson County,AL,352212122
19939,3213  46TH ST SW BIRMINGHAM,Jefferson County,AL,352212107
19940,3236  45TH ST SW BIRMINGHAM,Jefferson County,AL,352212104
19941,4613  CARVER AVE SW BIRMINGHAM,Jefferson County,AL,352212119
19942,3317  47TH ST SW BIRMINGHAM,Jefferson County,AL,352212111
19943,4704  TODD AVE SW BIRMINGHAM,Jefferson County,AL,352212136
19944,22  AVENUE K   BESSEMER,Jefferson County,AL,35020
19945,5073  WHATLEY ST  BIRMINGHAM,Jefferson County,AL,352283726
19946,5008  DAVIS ST  BIRMINGHAM,Jefferson County,AL,352283700
19947,5117  JENKINS ST  BIRMINGHAM,Jefferson County,AL,352283730
19948,5121  JENKINS ST  BIRMINGHAM,Jefferson County,AL,352283730
19949,5416  CAIRO AVE  BIRMINGHAM,Jefferson County,AL,352283760
19950,5416  WINTERGREEN AVE  BIRMINGHAM,Jefferson County,AL,352283765
19951,5523  CAIRO AVE  BIRMINGHAM,Jefferson County,AL,35228
19952,5220  PARK AVE SW BESSEMER,Jefferson County,AL,35021
19953,5439  JEFFERSON AVE SW BIRMINGHAM,Jefferson County,AL,35221
19954,5183  MEADOW LAKE TRL  BESSEMER,Jefferson County,AL,350208130
19955,5172  MEADOW LAKE TRL  BESSEMER,Jefferson County,AL,350208125
19956,5168  MEADOW LAKE TRL  BESSEMER,Jefferson County,AL,350208125
19957,5160  MEADOW LAKE TRL  BESSEMER,Jefferson County,AL,350208125
19958,5179  MEADOW LAKE TRL  BESSEMER,Jefferson County,AL,350208130
19959,1461  SUNCREST CIR  BESSEMER,Jefferson County,AL,350208346
19960,1233  POTTER RD  BESSEMER,Jefferson County,AL,350208338
19961,1411  POTTER RD  BESSEMER,Jefferson County,AL,350208342
19962,1415  POTTER RD  BESSEMER,Jefferson County,AL,350208342
19963,1360  SUNCREST RD  BESSEMER,Jefferson County,AL,350208347
19964,995  FERRO AVE  BESSEMER,Jefferson County,AL,35020
19965,1826  POTTER RD  BESSEMER,Jefferson County,AL,350208343
19966,1800  POTTER RD  BESSEMER,Jefferson County,AL,350208343
19967,1001  GRIMES CIR  BESSEMER,Jefferson County,AL,35020
19968,8150  HOPEWELL RD SE BESSEMER,Jefferson County,AL,35020
19969,1221  HARRISON AVE  BESSEMER,Jefferson County,AL,350208752
19970,1201  HARRISON AVE  BESSEMER,Jefferson County,AL,350208743
19971,AL,Jefferson County,AL,AL
19972,1305  FULTON DR  BESSEMER,Jefferson County,AL,350208711
19973,2017  KIMBRELL DR  BESSEMER,Jefferson County,AL,350224936
19974,3983  MYRTLE CIR  BESSEMER,Jefferson County,AL,35022
19975,2060  NIXON RD  BESSEMER,Jefferson County,AL,350224961
19976,2094  NIXON RD  BESSEMER,Jefferson County,AL,350224960
19977,4036  MYRTLE CIR  BESSEMER,Jefferson County,AL,350224941
19978,1031  EASTERN VALLEY RD  BESSEMER,Jefferson County,AL,350208127
19979,1326  POTTER AVE  BESSEMER,Jefferson County,AL,350208500
19980,1308  POTTER AVE  BESSEMER,Jefferson County,AL,350208520
19981,1129  POTTER AVE  BESSEMER,Jefferson County,AL,350208627
19982,1217  POTTER AVE  BESSEMER,Jefferson County,AL,350208651
19983,5297  SUMMERSET WAY  BESSEMER,Jefferson County,AL,350228373
19984,5285  SUMMERSET WAY  BESSEMER,Jefferson County,AL,350228373
19985,5273  SUMMERSET WAY  BESSEMER,Jefferson County,AL,350228373
19986,5212  SUMMERSET WAY  BESSEMER,Jefferson County,AL,350228371
19987,5233  SUMMERSET WAY  BESSEMER,Jefferson County,AL,350228372
19988,5219  SUMMERSET WAY  BESSEMER,Jefferson County,AL,350228372
19989,4219  CANDLE BROOK LN  BESSEMER,Jefferson County,AL,350228342
19990,5310  SUMMERSET CIR  BESSEMER,Jefferson County,AL,350228399
19991,5357  SUMMERSET WAY  BESSEMER,Jefferson County,AL,350228391
19992,4300  SUMMERSET PARK  BESSEMER,Jefferson County,AL,350223302
19993,5341  SUMMERSET WAY  BESSEMER,Jefferson County,AL,350228391
19994,1435  EASTERN VALLEY RD  BESSEMER,Jefferson County,AL,350225356
19995,1309  HARRISON AVE  BESSEMER,Jefferson County,AL,350208721
19996,1320  CHARLES AVE  BESSEMER,Jefferson County,AL,350208704
19997,1310  CHARLES AVE  BESSEMER,Jefferson County,AL,35020
19998,1324  FULTON DR  BESSEMER,Jefferson County,AL,350208712
19999,1392  4TH AVE SW BESSEMER,Jefferson County,AL,35022
20000,111  RAYFIELD DR SW BESSEMER,Jefferson County,AL,350225259
20001,107  RAYFIELD DR SW BESSEMER,Jefferson County,AL,350225259
20002,212  WESTWOOD DR SW BESSEMER,Jefferson County,AL,350225254
20003,305  WESTWOOD DR SW BESSEMER,Jefferson County,AL,350225255
20004,115  WESTWOOD DR SW BESSEMER,Jefferson County,AL,350225257
20005,615  HICKORY RD SW BESSEMER,Jefferson County,AL,350225217
20006,216  QUINNCREST LN  BESSEMER,Jefferson County,AL,350225267
20007,100  QUINNCREST RD  BESSEMER,Jefferson County,AL,350225265
20008,716  SOUTHGATE LN  BESSEMER,Jefferson County,AL,350225252
20009,516  HICKORY RD SW BESSEMER,Jefferson County,AL,350225226
20010,4626  HIGHGROVE DR  BESSEMER,Jefferson County,AL,350228363
20011,4672  HIGHGROVE DR  BESSEMER,Jefferson County,AL,350228363
20012,4704  HIGHGROVE DR  BESSEMER,Jefferson County,AL,350228387
20013,4708  HIGHGROVE DR  BESSEMER,Jefferson County,AL,350228387
20014,4525  RIVERBIRCH CIR  BESSEMER,Jefferson County,AL,350228349
20015,5728  RIVERBIRCH DR  BESSEMER,Jefferson County,AL,350228326
20016,4537  RIVERBIRCH CIR  BESSEMER,Jefferson County,AL,350228349
20017,4342  GREENLEAF DR  BESSEMER,Jefferson County,AL,350225394
20018,4362  GREENLEAF DR  BESSEMER,Jefferson County,AL,350225394
20019,4328  GREENLEAF DR  BESSEMER,Jefferson County,AL,350225394
20020,5701  GREENLEAF WAY  BESSEMER,Jefferson County,AL,350225387
20021,4306  GREENLEAF DR  BESSEMER,Jefferson County,AL,350225369
20022,4282  GREENLEAF DR  BESSEMER,Jefferson County,AL,350228323
20023,4201  GREEN LEAF LN  BESSEMER,Jefferson County,AL,350228394
20024,4331  GREENLEAF DR  BESSEMER,Jefferson County,AL,350225393
20025,4299  GREENLEAF DR  BESSEMER,Jefferson County,AL,350225396
20026,5561  ROCKDALE RD  BESSEMER,Jefferson County,AL,350225351
20027,4599  ROSSER FARMS PKWY  BESSEMER,Jefferson County,AL,350225504
20028,4607  ROSSER FARMS PKWY  BESSEMER,Jefferson County,AL,350225503
20029,4619  ROSSER FARMS PKWY  BESSEMER,Jefferson County,AL,350225503
20030,4657  ROSSER FARMS PKWY  BESSEMER,Jefferson County,AL,350225503
20031,5261  MEADOW RIDGE TRL  BESSEMER,Jefferson County,AL,350221104
20032,5254  MEADOW RIDGE TRL  BESSEMER,Jefferson County,AL,350221106
20033,4566  ROSSER FARMS PKWY  BESSEMER,Jefferson County,AL,350226211
20034,5753  KING DR  BIRMINGHAM,Jefferson County,AL,352283690
20035,5768  COUNTRY CLUB DR  BIRMINGHAM,Jefferson County,AL,352283655
20036,5713  KING DR  BIRMINGHAM,Jefferson County,AL,352283669
20037,5410  WESLEY DR  MIDFIELD,Jefferson County,AL,352283224
20038,1417  DELTON PL  MIDFIELD,Jefferson County,AL,352283264
20039,1445  DELTON PL  MIDFIELD,Jefferson County,AL,352283264
20040,1325  WOODFALL DR  MIDFIELD,Jefferson County,AL,352283239
20041,1520  DELTON PL  MIDFIELD,Jefferson County,AL,352283213
20042,1230  WENTWORTH RD  BIRMINGHAM,Jefferson County,AL,352283265
20043,1228  WENTWORTH RD  MIDFIELD,Jefferson County,AL,352283265
20044,1304  WOODFALL DR  BIRMINGHAM,Jefferson County,AL,352283240
20045,1318  WOODFALL DR  BIRMINGHAM,Jefferson County,AL,352283240
20046,1222  WOODFALL DR  MIDFIELD,Jefferson County,AL,352283258
20047,1555  DELTON PL  MIDFIELD,Jefferson County,AL,352283262
20048,1300  8TH ST  MIDFIELD,Jefferson County,AL,352283101
20049,1416  8TH ST  MIDFIELD,Jefferson County,AL,352283103
20050,821 ,Jefferson County,AL,352283126
20051,813 ,Jefferson County,AL,352283126
20052,805 ,Jefferson County,AL,352283126
20053,1504  8TH ST NW BIRMINGHAM,Jefferson County,AL,352155958
20054,802 ,Jefferson County,AL,352283127
20055,824 ,Jefferson County,AL,352283127
20056,836 ,Jefferson County,AL,352283127
20057,5107  HUNTSVILLE AVE  BRIGHTON,Jefferson County,AL,350201230
20058,1121  CAROL CIR  MIDFIELD,Jefferson County,AL,352283130
20059,1209  CAROL CIR  MIDFIELD,Jefferson County,AL,352283132
20060,1421  CAROL CIR  MIDFIELD,Jefferson County,AL,352283136
20061,1200  CAROL CIR  MIDFIELD,Jefferson County,AL,352283133
20062,1301  12TH ST  MIDFIELD,Jefferson County,AL,352283111
20063,1533  CAROL CIR  BIRMINGHAM,Jefferson County,AL,352283138
20064,1448  FREDA DR  MIDFIELD,Jefferson County,AL,352283166
20065,1452  FREDA DR  BIRMINGHAM,Jefferson County,AL,352283166
20066,1456  FREDA DR  BIRMINGHAM,Jefferson County,AL,352283166
20067,3731  COUNCIL AVE  BRIGHTON,Jefferson County,AL,350201014
20068,5305  JAYBIRD RD  BRIGHTON,Jefferson County,AL,350201040
20069,3824  KEYS AVE  BRIGHTON,Jefferson County,AL,350201043
20070,1417  FREDA DR  BIRMINGHAM,Jefferson County,AL,352283142
20071,5206  MCCLAIN ST  BRIGHTON,Jefferson County,AL,350201176
20072,5107  JAYBIRD RD  BRIGHTON,Jefferson County,AL,350201036
20073,3717  HOWARD AVE  BRIGHTON,Jefferson County,AL,350201028
20074,4121  TROY TER  BRIGHTON,Jefferson County,AL,35020
20075,5018  JACOBS ST  BRIGHTON,Jefferson County,AL,35020
20076,4012  TROY TER  BRIGHTON,Jefferson County,AL,350201184
20077,3826  TROY TER  BRIGHTON,Jefferson County,AL,350201077
20078,3824  TROY TER  BRIGHTON,Jefferson County,AL,350201077
20079,5027  WEST ST  BRIGHTON,Jefferson County,AL,35020
20080,4117  8TH AVE  BRIGHTON,Jefferson County,AL,350201127
20081,3809  7TH AVE  BRIGHTON,Jefferson County,AL,350201822
20082,4105  7TH AVE  BRIGHTON,Jefferson County,AL,350201123
20083,4131  5TH AVE  BRIGHTON,Jefferson County,AL,350201116
20084,4114  5TH AVE  BRIGHTON,Jefferson County,AL,35020
20085,4108  5TH AVE  BRIGHTON,Jefferson County,AL,350201115
20086,4113  4TH AVE  BRIGHTON,Jefferson County,AL,35020
20087,4028  5TH AVE  BRIGHTON,Jefferson County,AL,35020
20088,4031  4TH AVE  BRIGHTON,Jefferson County,AL,350201110
20089,4441  MCCLAIN ST  BRIGHTON,Jefferson County,AL,350201808
20090,4401  MCCLAIN ST  BRIGHTON,Jefferson County,AL,350201808
20091,1261  LEWIS ST  BRIGHTON,Jefferson County,AL,35020
20092,4812  MAIN ST  BRIGHTON,Jefferson County,AL,350201923
20093,4912  HUNTSVILLE AVE  BRIGHTON,Jefferson County,AL,350201225
20094,4439  MAIN ST  BRIGHTON,Jefferson County,AL,35020
20095,130  OAKMONT ST  BRIGHTON,Jefferson County,AL,350201929
20096,414  OAKMONT ST  BRIGHTON,Jefferson County,AL,350201935
20097,4714  MAIN ST  BRIGHTON,Jefferson County,AL,350201921
20098,4620  HUNTSVILLE AVE  BRIGHTON,Jefferson County,AL,350201136
20099,127  PARKER SPRINGS ST  BRIGHTON,Jefferson County,AL,350201939
20100,2211  WOODWARD RD  BESSEMER,Jefferson County,AL,35021
20101,4725  JAYBIRD RD  BRIGHTON,Jefferson County,AL,350201837
20102,2400  J TERRELL WOOTEN DR  BESSEMER,Jefferson County,AL,350202270
20103,1992  TOWNHOUSE LN  BESSEMER,Jefferson County,AL,350232379
20104,2000  TOWNHOUSE LN  BESSEMER,Jefferson County,AL,35023
20105,2009  TOWNHOUSE LN  HUEYTOWN,Jefferson County,AL,350232377
20106,2030  TOWNHOUSE LN  HUEYTOWN,Jefferson County,AL,350232366
20107,2042  TOWNHOUSE LN  HUEYTOWN,Jefferson County,AL,350232366
20108,2050  TOWNHOUSE LN  HUEYTOWN,Jefferson County,AL,350232366
20109,2830  HIGHWOOD PL  BESSEMER,Jefferson County,AL,35023
20110,2914  HIGHWOOD CT  HUEYTOWN,Jefferson County,AL,350232321
20111,144  HIGHWOOD DR  HUEYTOWN,Jefferson County,AL,350232323
20112,148  NEWPORT DR  HUEYTOWN,Jefferson County,AL,350232315
20113,185  MABELON DR  HUEYTOWN,Jefferson County,AL,350232357
20114,157  MABELON DR  BESSEMER,Jefferson County,AL,350232312
20115,121  NEWPORT DR  HUEYTOWN,Jefferson County,AL,350232314
20116,117  NEWPORT DR  HUEYTOWN,Jefferson County,AL,350232314
20117,205  FAIRY AVE  HUEYTOWN,Jefferson County,AL,350232516
20118,211  FAIRY AVE  BESSEMER,Jefferson County,AL,350232516
20119,220  GWIN AVE  BESSEMER,Jefferson County,AL,350232521
20120,208  GWIN AVE  HUEYTOWN,Jefferson County,AL,350232521
20121,204  GWIN AVE  BESSEMER,Jefferson County,AL,350232521
20122,110  GWIN AVE  HUEYTOWN,Jefferson County,AL,350232519
20123,105  GWIN AVE  BESSEMER,Jefferson County,AL,350232518
20124,113  GWIN AVE  HUEYTOWN,Jefferson County,AL,350232518
20125,123  GWIN AVE  HUEYTOWN,Jefferson County,AL,350232518
20126,205  GWIN AVE  BESSEMER,Jefferson County,AL,350232520
20127,620  FAIRLAWN CIR  HUEYTOWN,Jefferson County,AL,350232567
20128,108  HART AVE  HUEYTOWN,Jefferson County,AL,350232523
20129,504  WABASH ST  HUEYTOWN,Jefferson County,AL,350232559
20130,34  MERRIMONT DR  HUEYTOWN,Jefferson County,AL,350232540
20131,774  BELMONT CIR  HUEYTOWN,Jefferson County,AL,350232501
20132,765  BELMONT CIR  HUEYTOWN,Jefferson County,AL,350232501
20133,300  IVY AVE  HUEYTOWN,Jefferson County,AL,350232537
20134,25  MERRIMONT RD  HUEYTOWN,Jefferson County,AL,350232543
20135,641  PARSONS DR  HUEYTOWN,Jefferson County,AL,350232573
20136,670  WRIGHT AVE  BESSEMER,Jefferson County,AL,350232757
20137,301  IVY AVE  HUEYTOWN,Jefferson County,AL,350232536
20138,214  IVY AVE  BESSEMER,Jefferson County,AL,350232535
20139,518  INGLENOOK DR  BESSEMER,Jefferson County,AL,350232531
20140,514  INGLENOOK DR  HUEYTOWN,Jefferson County,AL,350232531
20141,120  IVY AVE  BESSEMER,Jefferson County,AL,35023
20142,201  IVY AVE  BESSEMER,Jefferson County,AL,350232534
20143,114  JUNE AVE  HUEYTOWN,Jefferson County,AL,350232816
20144,102  JUNE AVE  BESSEMER,Jefferson County,AL,350232816
20145,118  KENNILWORTH RD  BESSEMER,Jefferson County,AL,350232241
20146,1360  HUEYTOWN RD  HUEYTOWN,Jefferson County,AL,350232454
20147,113  RAY AVE  BESSEMER,Jefferson County,AL,350232246
20148,114  RAY AVE  BESSEMER,Jefferson County,AL,350232247
20149,107  DABBS AVE  BESSEMER,Jefferson County,AL,350232217
20150,133  KENNILWORTH RD  BESSEMER,Jefferson County,AL,350232220
20151,1044  FAIRLAWN DR  HUEYTOWN,Jefferson County,AL,350232576
20152,1017  FAIRLAWN DR  HUEYTOWN,Jefferson County,AL,350232569
20153,1016  FAIRLAWN DR  BESSEMER,Jefferson County,AL,350232575
20154,1363  HUEYTOWN RD  BESSEMER,Jefferson County,AL,350232455
20155,101  VINES AVE  HUEYTOWN,Jefferson County,AL,350232074
20156,125  HONEYSUCKLE RD  HUEYTOWN,Jefferson County,AL,350232025
20157,788  SALTERS DR  HUEYTOWN,Jefferson County,AL,350232003
20158,725  SALTERS DR  HUEYTOWN,Jefferson County,AL,350232007
20159,713  SALTERS DR  HUEYTOWN,Jefferson County,AL,350232007
20160,636 S PARKELL AVE  HUEYTOWN,Jefferson County,AL,350232032
20161,124  VINES AVE  HUEYTOWN,Jefferson County,AL,350232001
20162,121  PINE AVE  HUEYTOWN,Jefferson County,AL,350232050
20163,158  FOUST AVE  HUEYTOWN,Jefferson County,AL,350232065
20164,156  FOUST AVE  HUEYTOWN,Jefferson County,AL,350232065
20165,125  PINE AVE  HUEYTOWN,Jefferson County,AL,350232050
20166,123  PINE AVE  HUEYTOWN,Jefferson County,AL,350232050
20167,127  FOUST AVE  HUEYTOWN,Jefferson County,AL,350232036
20168,103  HAUGHTON AVE  HUEYTOWN,Jefferson County,AL,350232404
20169,164  PINE AVE  BESSEMER,Jefferson County,AL,35023
20170,110  CHURCH AVE  HUEYTOWN,Jefferson County,AL,350232409
20171,115  VAIL AVE  BESSEMER,Jefferson County,AL,350232425
20172,1028  CAPRI CIR  HUEYTOWN,Jefferson County,AL,350232405
20173,114  HILLSIDE DR  BESSEMER,Jefferson County,AL,350232413
20174,110  HILLSIDE DR  BESSEMER,Jefferson County,AL,350232413
20175,1317  HUEYTOWN RD  HUEYTOWN,Jefferson County,AL,350232414
20176,411  PARSONS DR  HUEYTOWN,Jefferson County,AL,350232571
20177,402  WRIGHT AVE  BESSEMER,Jefferson County,AL,350232753
20178,407  WRIGHT AVE  HUEYTOWN,Jefferson County,AL,350232752
20179,157  24TH ST  BESSEMER,Jefferson County,AL,350232709
20180,158  24TH ST  BESSEMER,Jefferson County,AL,350232710
